Date,Action,Price,Reason,Profit,Capital
2025-12-15,BUY,2902.9,ゴールデンクロス,0.0,1.0
2025-12-17,SELL,2737.9,ハードストップ,-165.0,0.9432
2025-12-25,BUY,2966.8,MACD上抜け,0.0,0.9432
2026-01-09,SELL,2818.5,ハードストップ,-148.3,0.896
2026-01-23,BUY,3036.5,MACD上抜け,0.0,0.896
2026-01-29,SELL,3162.8,トレーリングストップ,126.3,0.9333
2026-03-27,BUY,4561.8,MACD上抜け,0.0,0.9333
2026-03-31,SELL,4250.0,ハードストップ,-311.8,0.8695
2026-04-09,BUY,4806.0,MACD上抜け,0.0,0.8695
2026-04-15,SELL,5638.2,トレーリングストップ,832.2,1.0201
2026-05-08,BUY,6428.0,MACD上抜け,0.0,1.0201
2026-05-14,SELL,7462.2,トレーリングストップ,1034.2,1.1842
