Date,Action,Price,Reason,Profit,Capital
2026-02-13,BUY,3245.0,MACD上抜け,0.0,1.0
2026-02-24,SELL,2935.0,ハードストップ,-310.0,0.9045
2026-03-17,BUY,3075.0,押し目買い,0.0,0.9045
2026-03-23,SELL,2852.0,ハードストップ,-223.0,0.8389
2026-04-09,BUY,3060.0,MACD上抜け,0.0,0.8389
2026-04-13,SELL,2736.0,ハードストップ,-324.0,0.7501
2026-04-22,BUY,2961.0,ゴールデンクロス,0.0,0.7501
2026-05-14,SELL,3040.0,トレーリングストップ,79.0,0.7701
2026-05-26,BUY,3035.0,MACD上抜け,0.0,0.7701
2026-06-12,SELL,3372.5,トレーリングストップ,337.5,0.8557
2026-07-02,BUY,3950.0,MACD上抜け,0.0,0.8557
2026-07-03,HOLDING,4395.0,POS_OPEN,0.0,0.8557
