Date,Action,Price,Reason,Profit,Capital
2026-01-09,BUY,5536.3,ゴールデンクロス,0.0,1.0
2026-01-22,SELL,5667.6,トレーリングストップ,131.3,1.0237
2026-01-29,BUY,5579.1,押し目買い,0.0,1.0237
2026-02-02,SELL,5280.7,ハードストップ,-298.4,0.969
2026-03-11,BUY,4427.5,ゴールデンクロス,0.0,0.969
2026-03-13,SELL,4114.2,ハードストップ,-313.3,0.9004
2026-03-17,BUY,4224.6,押し目買い,0.0,0.9004
2026-03-23,SELL,3930.2,ハードストップ,-294.4,0.8377
2026-04-17,BUY,4375.0,ゴールデンクロス,0.0,0.8377
2026-04-30,SELL,4156.2,ハードストップ,-218.8,0.7958
2026-06-03,BUY,4306.0,ゴールデンクロス,0.0,0.7958
2026-06-08,SELL,4090.7,ハードストップ,-215.3,0.756
2026-07-03,BUY_SIGNAL,4168.0,ゴールデンクロス,0.0,0.756
