Date,Action,Price,Reason,Profit,Capital
2026-01-08,BUY,2313.4,MACD上抜け,0.0,1.0
2026-01-21,SELL,2330.3,トレーリングストップ,16.9,1.0073
2026-02-03,BUY,2357.5,押し目買い,0.0,1.0073
2026-02-13,SELL,3050.8,トレーリングストップ,693.3,1.3035
2026-04-09,BUY,2671.0,MACD上抜け,0.0,1.3035
2026-04-23,SELL,2537.4,ハードストップ,-133.6,1.2383
2026-05-08,BUY,2674.5,MACD上抜け,0.0,1.2383
2026-05-20,SELL,2755.8,トレーリングストップ,81.3,1.276
2026-05-25,BUY,2719.6,押し目買い,0.0,1.276
2026-06-08,SELL,2759.2,トレーリングストップ,39.6,1.2946
2026-06-11,BUY,2672.5,押し目買い,0.0,1.2946
2026-06-29,SELL,2700.3,トレーリングストップ,27.8,1.308
