Date,Action,Price,Reason,Profit,Capital
2025-12-29,BUY,6358.6,MACD上抜け,0.0,1.0
2026-01-05,SELL,6040.7,ハードストップ,-317.9,0.95
2026-01-13,BUY,6160.5,MACD上抜け,0.0,0.95
2026-01-16,SELL,5852.5,ハードストップ,-308.0,0.9025
2026-01-28,BUY,5605.9,MACD上抜け,0.0,0.9025
2026-02-02,SELL,5325.6,ハードストップ,-280.3,0.8574
2026-02-17,BUY,5051.2,MACD上抜け,0.0,0.8574
2026-03-03,SELL,5297.4,トレーリングストップ,246.2,0.8992
2026-03-12,BUY,5338.5,ゴールデンクロス,0.0,0.8992
2026-03-19,SELL,5061.1,ハードストップ,-277.4,0.8524
2026-03-30,BUY,4910.0,MACD上抜け,0.0,0.8524
2026-04-10,SELL,5329.5,トレーリングストップ,419.5,0.9253
2026-04-28,BUY,5460.0,押し目買い,0.0,0.9253
2026-05-08,SELL,4940.0,ハードストップ,-520.0,0.8372
