Date,Action,Price,Reason,Profit,Capital
2026-03-27,BUY,6258.1,MACD上抜け,0.0,1.0
2026-04-22,SELL,6601.0,トレーリングストップ,342.9,1.0548
2026-04-24,BUY,6556.0,押し目買い,0.0,1.0548
2026-05-01,SELL,6589.2,トレーリングストップ,33.2,1.0601
2026-05-08,BUY,6790.0,MACD上抜け,0.0,1.0601
2026-05-18,SELL,6450.5,ハードストップ,-339.5,1.0071
2026-06-16,BUY,7820.0,MACD上抜け,0.0,1.0071
2026-06-22,SELL,7823.0,トレーリングストップ,3.0,1.0075
2026-06-30,BUY,7692.0,押し目買い,0.0,1.0075
2026-07-17,SELL,8192.8,トレーリングストップ,500.8,1.0731
2026-07-24,BUY,8663.0,MACD上抜け,0.0,1.0731
2026-07-28,SELL,8229.8,ハードストップ,-433.2,1.0194
2026-07-30,BUY,7800.0,押し目買い,0.0,1.0194
2026-08-19,SELL,8288.0,トレーリングストップ,488.0,1.0832
2026-09-01,BUY,8488.0,MACD上抜け,0.0,1.0832
2026-09-02,HOLDING,8669.0,POS_OPEN,0.0,1.0832
