Date,Action,Price,Reason,Profit,Capital
2026-01-07,BUY,3022.3,ゴールデンクロス,0.0,1.0
2026-01-23,SELL,3473.7,トレーリングストップ,451.4,1.1494
2026-02-05,BUY,3789.1,MACD上抜け,0.0,1.1494
2026-02-12,SELL,4262.7,トレーリングストップ,473.6,1.293
2026-04-10,BUY,3352.0,MACD上抜け,0.0,1.293
2026-04-15,SELL,3184.4,ハードストップ,-167.6,1.2284
2026-05-11,BUY,2950.0,MACD上抜け,0.0,1.2284
2026-05-13,SELL,2766.0,ハードストップ,-184.0,1.1517
2026-05-25,BUY,2830.0,MACD上抜け,0.0,1.1517
2026-06-01,SELL,2688.5,ハードストップ,-141.5,1.0942
2026-06-19,BUY,2916.0,ゴールデンクロス,0.0,1.0942
2026-06-23,SELL,2770.2,ハードストップ,-145.8,1.0395
2026-06-29,BUY,2688.0,押し目買い,0.0,1.0395
2026-07-03,HOLDING,2869.5,POS_OPEN,0.0,1.0395
