Date,Action,Price,Reason,Profit,Capital
2026-01-28,BUY,6166.4,押し目買い,0.0,1.0
2026-02-06,SELL,6221.8,トレーリングストップ,55.4,1.009
2026-02-09,BUY,6857.6,ゴールデンクロス,0.0,1.009
2026-02-13,SELL,6450.6,ハードストップ,-407.0,0.9491
2026-02-24,BUY,6393.2,ゴールデンクロス,0.0,0.9491
2026-03-02,SELL,6691.6,トレーリングストップ,298.4,0.9934
2026-04-14,BUY,6282.0,ゴールデンクロス,0.0,0.9934
2026-04-30,SELL,6761.0,トレーリングストップ,479.0,1.0691
2026-06-08,BUY,7000.0,押し目買い,0.0,1.0691
2026-06-11,SELL,6385.0,ハードストップ,-615.0,0.9752
2026-07-07,BUY,7335.0,MACD上抜け,0.0,0.9752
2026-07-09,SELL,6789.0,ハードストップ,-546.0,0.9026
