Date,Action,Price,Reason,Profit,Capital
2026-03-23,BUY,2778.4,押し目買い,0.0,1.0
2026-03-30,SELL,2794.0,トレーリングストップ,15.6,1.0056
2026-03-31,BUY,2790.0,ゴールデンクロス,0.0,1.0056
2026-05-01,SELL,3119.0,モメンタム利確(MACDデッドクロス),329.0,1.1242
2026-06-15,BUY,3768.0,MACD上抜け,0.0,1.1242
2026-07-02,SELL,3900.0,モメンタム利確(MACDデッドクロス),132.0,1.1636
2026-07-08,BUY,3717.0,押し目買い,0.0,1.1636
2026-07-13,SELL,3531.2,ハードストップ,-185.8,1.1054
2026-08-05,BUY,3544.0,MACD上抜け,0.0,1.1054
2026-08-19,SELL,3350.0,ハードストップ,-194.0,1.0449
2026-09-08,BUY,3355.0,MACD上抜け,0.0,1.0449
2026-09-18,HOLDING,3359.0,POS_OPEN,0.0,1.0449
