Date,Action,Price,Reason,Profit,Capital
2026-01-07,BUY,2300.4,MACD上抜け,0.0,1.0
2026-01-21,SELL,2750.8,トレーリングストップ,450.4,1.1958
2026-02-09,BUY,3080.4,MACD上抜け,0.0,1.1958
2026-02-13,SELL,3445.6,トレーリングストップ,365.2,1.3376
2026-03-09,BUY,3020.8,押し目買い,0.0,1.3376
2026-03-13,SELL,3155.8,トレーリングストップ,135.0,1.3973
2026-04-09,BUY,3300.0,MACD上抜け,0.0,1.3973
2026-04-16,SELL,3135.0,ハードストップ,-165.0,1.3275
2026-04-27,BUY,3124.0,ゴールデンクロス,0.0,1.3275
2026-05-13,SELL,3181.0,トレーリングストップ,57.0,1.3517
2026-05-27,BUY,3420.0,MACD上抜け,0.0,1.3517
2026-05-29,SELL,3075.0,ハードストップ,-345.0,1.2153
