Date,Action,Price,Reason,Profit,Capital
2026-01-08,BUY,1028.7,MACD上抜け,0.0,1.0
2026-01-22,SELL,1043.0,トレーリングストップ,14.3,1.0139
2026-01-28,BUY,1041.5,押し目買い,0.0,1.0139
2026-02-17,SELL,1292.0,トレーリングストップ,250.5,1.2578
2026-03-19,BUY,1427.3,押し目買い,0.0,1.2578
2026-03-24,SELL,1355.9,ハードストップ,-71.4,1.1948
2026-04-30,BUY,1283.0,MACD上抜け,0.0,1.1948
2026-05-08,SELL,1213.0,ハードストップ,-70.0,1.1297
2026-05-26,BUY,1157.0,MACD上抜け,0.0,1.1297
2026-06-04,SELL,1099.1,ハードストップ,-57.9,1.0731
2026-06-19,BUY,1049.0,MACD上抜け,0.0,1.0731
2026-06-22,HOLDING,1042.0,POS_OPEN,0.0,1.0731
