Date,Action,Price,Reason,Profit,Capital
2026-04-07,BUY,2791.5,MACD上抜け,0.0,1.0
2026-04-23,SELL,2975.4,トレーリングストップ,183.9,1.0659
2026-05-26,BUY,3564.0,ゴールデンクロス,0.0,1.0659
2026-06-02,SELL,3584.4,トレーリングストップ,20.4,1.072
2026-06-17,BUY,3883.0,MACD上抜け,0.0,1.072
2026-06-23,SELL,3688.8,ハードストップ,-194.2,1.0184
2026-07-02,BUY,3911.0,MACD上抜け,0.0,1.0184
2026-07-08,SELL,3789.0,トレーリングストップ,-122.0,0.9866
2026-08-04,BUY,4051.0,MACD上抜け,0.0,0.9866
2026-08-06,SELL,3825.0,ハードストップ,-226.0,0.9316
2026-08-17,BUY,3924.0,MACD上抜け,0.0,0.9316
2026-08-19,SELL,3700.0,ハードストップ,-224.0,0.8784
2026-09-02,BUY,3682.0,MACD上抜け,0.0,0.8784
2026-09-04,HOLDING,3670.0,POS_OPEN,0.0,0.8784
