Date,Action,Price,Reason,Profit,Capital
2026-01-08,BUY,1526.1,ゴールデンクロス,0.0,1.0
2026-01-21,SELL,1578.6,トレーリングストップ,52.5,1.0344
2026-02-03,BUY,1608.3,押し目買い,0.0,1.0344
2026-02-13,SELL,2188.8,トレーリングストップ,580.5,1.4078
2026-04-22,BUY,2289.0,MACD上抜け,0.0,1.4078
2026-04-23,SELL,2316.1,トレーリングストップ,27.1,1.4244
2026-04-24,BUY,2356.0,ゴールデンクロス,0.0,1.4244
2026-04-28,SELL,2230.0,ハードストップ,-126.0,1.3482
2026-05-27,BUY,1948.0,MACD上抜け,0.0,1.3482
2026-06-02,SELL,1850.6,ハードストップ,-97.4,1.2808
2026-06-17,BUY,1813.0,MACD上抜け,0.0,1.2808
2026-06-24,SELL,1722.4,ハードストップ,-90.6,1.2168
2026-07-01,BUY,1739.0,MACD上抜け,0.0,1.2168
2026-07-03,HOLDING,1740.0,POS_OPEN,0.0,1.2168
