Date,Action,Price,Reason,Profit,Capital
2026-01-08,BUY,2417.4,ゴールデンクロス,0.0,1.0
2026-01-28,SELL,2539.6,トレーリングストップ,122.2,1.0506
2026-01-30,BUY,2484.6,押し目買い,0.0,1.0506
2026-03-04,SELL,2719.0,トレーリングストップ,234.4,1.1497
2026-04-08,BUY,2833.0,MACD上抜け,0.0,1.1497
2026-04-27,SELL,2691.4,ハードストップ,-141.6,1.0922
2026-04-30,BUY,2687.0,押し目買い,0.0,1.0922
2026-05-08,SELL,2703.7,トレーリングストップ,16.7,1.099
2026-05-29,BUY,2669.0,MACD上抜け,0.0,1.099
2026-06-11,SELL,2679.0,トレーリングストップ,10.0,1.1031
2026-06-25,BUY,2780.0,押し目買い,0.0,1.1031
2026-07-01,HOLDING,2730.0,POS_OPEN,0.0,1.1031
