Date,Action,Price,Reason,Profit,Capital
2026-01-09,BUY,3308.6,MACD上抜け,0.0,1.0
2026-01-30,SELL,3562.9,トレーリングストップ,254.3,1.0769
2026-02-20,BUY,4059.7,MACD上抜け,0.0,1.0769
2026-03-03,SELL,4393.0,トレーリングストップ,333.3,1.1653
2026-04-07,BUY,3580.0,MACD上抜け,0.0,1.1653
2026-04-22,SELL,3795.2,トレーリングストップ,215.2,1.2353
2026-04-27,BUY,3615.0,押し目買い,0.0,1.2353
2026-05-11,SELL,3871.2,トレーリングストップ,256.2,1.3229
2026-06-17,BUY,3205.0,MACD上抜け,0.0,1.3229
2026-06-25,SELL,3044.8,ハードストップ,-160.2,1.2567
2026-07-06,BUY,3070.0,MACD上抜け,0.0,1.2567
2026-07-06,HOLDING,3085.0,POS_OPEN,0.0,1.2567
