Date,Action,Price,Reason,Profit,Capital
2026-03-31,BUY,1712.0,ゴールデンクロス,0.0,1.0
2026-04-22,SELL,1867.7,トレーリングストップ,155.7,1.0909
2026-05-01,BUY,1916.0,MACD上抜け,0.0,1.0909
2026-05-27,SELL,2032.5,トレーリングストップ,116.5,1.1573
2026-06-02,BUY,1998.5,押し目買い,0.0,1.1573
2026-06-24,SELL,2143.2,トレーリングストップ,144.7,1.2411
2026-06-25,BUY,2155.0,押し目買い,0.0,1.2411
2026-07-17,SELL,2260.5,トレーリングストップ,105.5,1.3018
2026-08-13,BUY,2369.0,ゴールデンクロス,0.0,1.3018
2026-08-19,SELL,2375.0,トレーリングストップ,6.0,1.3051
2026-08-27,BUY,2450.0,MACD上抜け,0.0,1.3051
2026-09-02,HOLDING,2517.5,POS_OPEN,0.0,1.3051
