Date,Action,Price,Reason,Profit,Capital
2026-02-24,SHORT_SELL,1030.0,デッドクロス,0.0,1.0
2026-02-24,BUY_BACK,955.0,当日引け決済,75.0,1.0728
2026-03-27,SHORT_SELL,985.0,デッドクロス,0.0,1.0728
2026-03-27,BUY_BACK,989.0,当日引け決済,-4.0,1.0685
