Date,Action,Price,Reason,Profit,Capital
2026-01-06,SHORT_SELL,1130.0,デッドクロス,0.0,1.0
2026-01-06,BUY_BACK,1137.0,当日引け決済,-7.0,0.9938
2026-01-27,SHORT_SELL,1142.0,デッドクロス,0.0,0.9938
2026-01-27,BUY_BACK,1168.0,当日引け決済,-26.0,0.9712
2026-03-27,SHORT_SELL,1314.0,デッドクロス,0.0,0.9712
2026-03-27,BUY_BACK,1220.0,当日引け決済,94.0,1.0407
