Date,Action,Price,Reason,Profit,Capital
2026-02-24,BUY,4439.3,MACD上抜け,0.0,1.0
2026-02-26,SELL,4075.7,ハードストップ,-363.6,0.9181
2026-04-10,BUY,3352.0,MACD上抜け,0.0,0.9181
2026-04-17,SELL,3104.6,ハードストップ,-247.4,0.8503
2026-05-11,BUY,2950.0,MACD上抜け,0.0,0.8503
2026-05-14,SELL,2718.8,ハードストップ,-231.2,0.7837
2026-05-25,BUY,2830.0,MACD上抜け,0.0,0.7837
2026-06-02,SELL,2590.0,ハードストップ,-240.0,0.7172
2026-06-16,BUY,2855.0,MACD上抜け,0.0,0.7172
2026-07-10,SELL,2780.0,トレーリングストップ,-75.0,0.6984
2026-07-17,BUY,2807.0,押し目買い,0.0,0.6984
2026-08-07,SELL,2609.2,ハードストップ,-197.8,0.6492
2026-08-12,BUY_SIGNAL,2896.5,MACD上抜け,0.0,0.6492
