Date,Action,Price,Reason,Profit,Capital
2026-02-04,BUY,2832.9,MACD上抜け,0.0,1.0
2026-03-04,SELL,2863.5,トレーリングストップ,30.6,1.0108
2026-04-07,BUY,2791.5,MACD上抜け,0.0,1.0108
2026-04-23,SELL,2979.4,トレーリングストップ,187.9,1.0788
2026-05-26,BUY,3564.0,ゴールデンクロス,0.0,1.0788
2026-06-09,SELL,3520.2,トレーリングストップ,-43.8,1.0656
2026-06-17,BUY,3883.0,MACD上抜け,0.0,1.0656
2026-06-24,SELL,3639.0,ハードストップ,-244.0,0.9986
2026-07-02,BUY,3911.0,MACD上抜け,0.0,0.9986
2026-07-08,SELL,3789.0,トレーリングストップ,-122.0,0.9675
2026-08-03,BUY_SIGNAL,3952.0,MACD上抜け,0.0,0.9675
