Date,Action,Price,Reason,Profit,Capital
2026-04-09,BUY,3300.0,MACD上抜け,0.0,1.0
2026-04-21,SELL,3051.0,ハードストップ,-249.0,0.9245
2026-04-27,BUY,3124.0,ゴールデンクロス,0.0,0.9245
2026-05-13,SELL,3061.4,トレーリングストップ,-62.6,0.906
2026-05-27,BUY,3420.0,MACD上抜け,0.0,0.906
2026-05-29,SELL,3068.7,ハードストップ,-351.3,0.813
2026-06-17,BUY,3091.0,MACD上抜け,0.0,0.813
2026-06-26,SELL,2839.9,ハードストップ,-251.1,0.7469
2026-07-27,BUY,2817.5,MACD上抜け,0.0,0.7469
2026-07-29,SELL,2644.6,ハードストップ,-172.9,0.7011
2026-08-06,BUY,2906.0,ゴールデンクロス,0.0,0.7011
2026-08-10,SELL,2725.4,ハードストップ,-180.6,0.6575
