Date,Action,Price,Reason,Profit,Capital
2026-04-02,BUY,2749.5,MACD上抜け,0.0,1.0
2026-04-22,SELL,2599.8,ハードストップ,-149.7,0.9456
2026-05-08,BUY,2767.0,MACD上抜け,0.0,0.9456
2026-05-27,SELL,2988.4,トレーリングストップ,221.4,1.0212
2026-06-04,BUY,3180.0,MACD上抜け,0.0,1.0212
2026-06-25,SELL,3062.8,トレーリングストップ,-117.2,0.9836
2026-07-07,BUY,3340.0,ゴールデンクロス,0.0,0.9836
2026-07-17,SELL,3201.1,ハードストップ,-138.9,0.9427
2026-07-23,BUY,3392.0,MACD上抜け,0.0,0.9427
2026-07-29,SELL,3200.0,ハードストップ,-192.0,0.8893
2026-08-18,BUY,3271.0,MACD上抜け,0.0,0.8893
2026-08-20,SELL,3127.4,ハードストップ,-143.6,0.8503
2026-08-28,BUY,3274.0,MACD上抜け,0.0,0.8503
2026-09-04,HOLDING,3377.0,POS_OPEN,0.0,0.8503
