Date,Action,Price,Reason,Profit,Capital
2026-04-09,BUY,3060.0,MACD上抜け,0.0,1.0
2026-04-13,SELL,2736.0,ハードストップ,-324.0,0.8941
2026-04-17,BUY,2879.0,MACD上抜け,0.0,0.8941
2026-05-14,SELL,2951.4,トレーリングストップ,72.4,0.9166
2026-05-26,BUY,3035.0,MACD上抜け,0.0,0.9166
2026-06-12,SELL,3206.6,トレーリングストップ,171.6,0.9684
2026-06-23,BUY,3390.0,ゴールデンクロス,0.0,0.9684
2026-07-08,SELL,4340.8,トレーリングストップ,950.8,1.24
2026-08-10,BUY,4830.0,MACD上抜け,0.0,1.24
2026-08-18,SELL,4469.4,ハードストップ,-360.6,1.1475
2026-09-09,BUY,4730.0,MACD上抜け,0.0,1.1475
2026-09-24,HOLDING,5800.0,POS_OPEN,0.0,1.1475
