Date,Action,Price,Reason,Profit,Capital
2026-03-30,BUY,1899.0,ゴールデンクロス,0.0,1.0
2026-04-13,SELL,1772.3,トレーリングストップ,-126.7,0.9333
2026-04-17,BUY,1830.5,MACD上抜け,0.0,0.9333
2026-04-30,SELL,1869.0,トレーリングストップ,38.5,0.9529
2026-06-25,BUY,2711.0,ゴールデンクロス,0.0,0.9529
2026-06-29,SELL,2423.2,ハードストップ,-287.8,0.8517
2026-07-02,BUY,2677.5,ゴールデンクロス,0.0,0.8517
2026-07-16,SELL,2471.0,トレーリングストップ,-206.5,0.7861
2026-08-17,BUY,2116.5,MACD上抜け,0.0,0.7861
2026-08-19,SELL,1914.6,ハードストップ,-201.9,0.7111
2026-09-02,BUY,1941.0,ゴールデンクロス,0.0,0.7111
2026-09-11,SELL,1800.8,ハードストップ,-140.2,0.6597
2026-09-25,BUY,2265.5,ゴールデンクロス,0.0,0.6597
2026-09-25,HOLDING,2244.0,POS_OPEN,0.0,0.6597
