Date,Action,Price,Reason,Profit,Capital
2026-03-09,BUY,5140.9,押し目買い,0.0,1.0
2026-03-23,SELL,5133.9,トレーリングストップ,-7.0,0.9986
2026-04-09,BUY,5670.0,MACD上抜け,0.0,0.9986
2026-05-20,SELL,5823.0,トレーリングストップ,153.0,1.0256
2026-05-27,BUY,6650.0,ゴールデンクロス,0.0,1.0256
2026-06-01,SELL,6252.2,ハードストップ,-397.8,0.9642
2026-06-22,BUY,6121.0,MACD上抜け,0.0,0.9642
2026-06-29,SELL,5732.4,ハードストップ,-388.6,0.903
2026-07-06,BUY,5970.0,ゴールデンクロス,0.0,0.903
2026-07-13,SELL,5672.1,ハードストップ,-297.9,0.858
2026-08-03,BUY,5712.0,MACD上抜け,0.0,0.858
2026-08-17,HOLDING,6126.0,POS_OPEN,0.0,0.858
