Date,Action,Price,Reason,Profit,Capital
2026-04-09,BUY,5435.0,ゴールデンクロス,0.0,1.0
2026-04-13,SELL,5073.0,ハードストップ,-362.0,0.9334
2026-04-17,BUY,6012.0,ゴールデンクロス,0.0,0.9334
2026-04-23,SELL,5710.0,ハードストップ,-302.0,0.8865
2026-04-28,BUY,5514.0,押し目買い,0.0,0.8865
2026-05-28,SELL,5877.8,トレーリングストップ,363.8,0.945
2026-07-02,BUY,6249.0,MACD上抜け,0.0,0.945
2026-07-31,SELL,6390.8,トレーリングストップ,141.8,0.9664
2026-08-04,BUY,6438.0,押し目買い,0.0,0.9664
2026-08-14,SELL,5851.0,ハードストップ,-587.0,0.8783
2026-09-02,BUY,5966.0,MACD上抜け,0.0,0.8783
2026-09-10,SELL,5550.0,ハードストップ,-416.0,0.8171
2026-09-16,BUY,6383.0,ゴールデンクロス,0.0,0.8171
2026-09-18,HOLDING,6609.0,POS_OPEN,0.0,0.8171
