Date,Action,Price,Reason,Profit,Capital
2026-04-09,BUY,1787.0,MACD上抜け,0.0,1.0
2026-04-23,SELL,1783.0,トレーリングストップ,-4.0,0.9978
2026-05-08,BUY,1928.0,MACD上抜け,0.0,0.9978
2026-05-15,SELL,1962.4,トレーリングストップ,34.4,1.0156
2026-05-26,BUY,2150.0,MACD上抜け,0.0,1.0156
2026-06-08,SELL,2090.0,トレーリングストップ,-60.0,0.9872
2026-06-15,BUY,2456.0,MACD上抜け,0.0,0.9872
2026-07-03,SELL,2340.0,トレーリングストップ,-116.0,0.9406
2026-08-06,BUY,2359.0,MACD上抜け,0.0,0.9406
2026-08-19,SELL,2073.0,ハードストップ,-286.0,0.8266
2026-08-31,BUY,2050.0,MACD上抜け,0.0,0.8266
2026-09-04,HOLDING,2148.0,POS_OPEN,0.0,0.8266
