Date,Action,Price,Reason,Profit,Capital
2026-05-11,BUY,2975.0,MACD上抜け,0.0,1.0
2026-05-14,SELL,2855.6,ハードストップ,-119.4,0.9599
2026-06-04,BUY,3197.0,MACD上抜け,0.0,0.9599
2026-06-10,SELL,3067.7,ハードストップ,-129.3,0.921
2026-06-12,BUY,3104.0,押し目買い,0.0,0.921
2026-06-16,SELL,2945.5,ハードストップ,-158.5,0.874
2026-06-30,BUY,3157.0,MACD上抜け,0.0,0.874
2026-07-22,SELL,3376.8,トレーリングストップ,219.8,0.9349
2026-08-05,BUY,3482.0,押し目買い,0.0,0.9349
2026-08-10,SELL,3433.2,トレーリングストップ,-48.8,0.9218
2026-09-15,BUY,3476.0,MACD上抜け,0.0,0.9218
2026-09-25,HOLDING,3465.0,POS_OPEN,0.0,0.9218
