Date,Action,Price,Reason,Profit,Capital
2026-03-02,BUY,3575.7,MACD上抜け,0.0,1.0
2026-03-04,SELL,3409.2,ハードストップ,-166.5,0.9534
2026-03-26,BUY,3379.8,MACD上抜け,0.0,0.9534
2026-03-30,SELL,3230.0,ハードストップ,-149.8,0.9112
2026-04-09,BUY,3400.0,ゴールデンクロス,0.0,0.9112
2026-04-22,SELL,3390.0,トレーリングストップ,-10.0,0.9085
2026-04-24,BUY,3425.0,押し目買い,0.0,0.9085
2026-06-23,SELL,3834.2,トレーリングストップ,409.2,1.017
2026-06-24,BUY,3860.0,押し目買い,0.0,1.017
2026-07-13,SELL,3882.2,トレーリングストップ,22.2,1.0229
2026-07-29,BUY,4080.0,MACD上抜け,0.0,1.0229
2026-08-19,HOLDING,4670.0,POS_OPEN,0.0,1.0229
