Date,Action,Price,Reason,Profit,Capital
2026-03-25,BUY,7394.6,MACD上抜け,0.0,1.0
2026-04-10,SELL,7054.5,トレーリングストップ,-340.1,0.954
2026-04-16,BUY,6901.0,押し目買い,0.0,0.954
2026-05-22,SELL,7497.2,トレーリングストップ,596.2,1.0364
2026-05-27,BUY,7367.0,押し目買い,0.0,1.0364
2026-06-02,SELL,7028.6,ハードストップ,-338.4,0.9888
2026-06-12,BUY,7348.0,MACD上抜け,0.0,0.9888
2026-06-24,SELL,7101.6,ハードストップ,-246.4,0.9557
2026-07-03,BUY,7675.0,MACD上抜け,0.0,0.9557
2026-08-03,SELL,7991.6,トレーリングストップ,316.6,0.9951
2026-08-31,BUY,7745.0,MACD上抜け,0.0,0.9951
2026-09-11,HOLDING,7970.0,POS_OPEN,0.0,0.9951
