Date,Action,Price,Reason,Profit,Capital
2026-03-23,BUY,2778.4,押し目買い,0.0,1.0
2026-03-30,SELL,2794.0,トレーリングストップ,15.6,1.0056
2026-03-31,BUY,2790.0,ゴールデンクロス,0.0,1.0056
2026-05-15,SELL,3481.0,トレーリングストップ,691.0,1.2547
2026-06-15,BUY,3768.0,MACD上抜け,0.0,1.2547
2026-07-07,SELL,3796.2,トレーリングストップ,28.2,1.2641
2026-07-08,BUY,3717.0,押し目買い,0.0,1.2641
2026-07-14,SELL,3507.8,ハードストップ,-209.2,1.1929
2026-08-05,BUY,3544.0,MACD上抜け,0.0,1.1929
2026-08-19,SELL,3312.7,ハードストップ,-231.3,1.1151
2026-08-31,BUY,3396.0,MACD上抜け,0.0,1.1151
2026-09-11,SELL,3200.0,ハードストップ,-196.0,1.0507
2026-09-17,BUY,3350.0,MACD上抜け,0.0,1.0507
2026-09-18,HOLDING,3359.0,POS_OPEN,0.0,1.0507
