Date,Action,Price,Reason,Profit,Capital
2026-04-08,BUY,4006.9,押し目買い,0.0,1.0
2026-05-25,SELL,3651.4,ハードストップ,-355.5,0.9113
2026-06-08,BUY,3595.9,MACD上抜け,0.0,0.9113
2026-06-10,SELL,3407.4,ハードストップ,-188.5,0.8635
2026-06-12,BUY,3494.6,MACD上抜け,0.0,0.8635
2026-06-16,SELL,3308.6,ハードストップ,-186.0,0.8175
2026-06-23,BUY,3396.3,MACD上抜け,0.0,0.8175
2026-06-25,SELL,3231.2,ハードストップ,-165.1,0.7778
2026-07-07,BUY,3327.0,MACD上抜け,0.0,0.7778
2026-07-28,SELL,3568.4,トレーリングストップ,241.4,0.8342
2026-08-05,BUY,3451.0,押し目買い,0.0,0.8342
2026-09-03,SELL,3902.6,トレーリングストップ,451.6,0.9434
