Date,Action,Price,Reason,Profit,Capital
2026-02-06,BUY,3894.1,MACD上抜け,0.0,1.0
2026-03-04,SELL,4182.2,トレーリングストップ,288.1,1.074
2026-03-09,BUY,3910.0,押し目買い,0.0,1.074
2026-03-23,SELL,3727.8,トレーリングストップ,-182.2,1.0239
2026-04-02,BUY,4229.0,MACD上抜け,0.0,1.0239
2026-04-23,SELL,4349.8,トレーリングストップ,120.8,1.0532
2026-04-28,BUY,4670.0,MACD上抜け,0.0,1.0532
2026-05-20,SELL,5349.4,トレーリングストップ,679.4,1.2064
2026-06-18,BUY,7026.0,MACD上抜け,0.0,1.2064
2026-07-03,SELL,7159.8,トレーリングストップ,133.8,1.2294
2026-07-13,BUY,7042.0,押し目買い,0.0,1.2294
2026-07-16,SELL,6494.4,ハードストップ,-547.6,1.1338
