Date,Open,High,Low,Close
2025-11-04 00:00:00+09:00,11360.0,11845.0,10680.0,10760.0
2025-11-05 00:00:00+09:00,9410.0,10635.0,9310.0,10545.0
2025-11-06 00:00:00+09:00,11320.0,11590.0,10900.0,11500.0
2025-11-07 00:00:00+09:00,11440.0,12135.0,11220.0,12040.0
2025-11-10 00:00:00+09:00,13090.0,13635.0,12655.0,13320.0
2025-11-11 00:00:00+09:00,13800.0,14405.0,12255.0,13195.0
2025-11-12 00:00:00+09:00,12895.0,13425.0,12545.0,13240.0
2025-11-13 00:00:00+09:00,13000.0,13775.0,12830.0,13025.0
2025-11-14 00:00:00+09:00,10025.0,10025.0,10025.0,10025.0
2025-11-17 00:00:00+09:00,10000.0,11650.0,9895.0,11165.0
2025-11-18 00:00:00+09:00,10950.0,11045.0,9961.0,10260.0
2025-11-19 00:00:00+09:00,10035.0,10995.0,9472.0,10835.0
2025-11-20 00:00:00+09:00,12500.0,12590.0,10775.0,11335.0
2025-11-21 00:00:00+09:00,9530.0,10030.0,9340.0,10030.0
2025-11-25 00:00:00+09:00,10800.0,11290.0,9800.0,9853.0
2025-11-26 00:00:00+09:00,8850.0,9014.0,8353.0,8386.0
2025-11-27 00:00:00+09:00,8550.0,9150.0,8450.0,9049.0
2025-11-28 00:00:00+09:00,9174.0,9474.0,8830.0,9406.0
2025-12-01 00:00:00+09:00,9706.0,9721.0,8811.0,8882.0
2025-12-02 00:00:00+09:00,8970.0,9355.0,8882.0,9217.0
2025-12-03 00:00:00+09:00,9400.0,9588.0,8952.0,9011.0
2025-12-04 00:00:00+09:00,8977.0,9133.0,8727.0,9070.0
2025-12-05 00:00:00+09:00,9003.0,9555.0,8967.0,9430.0
2025-12-08 00:00:00+09:00,9580.0,10280.0,9484.0,10150.0
2025-12-09 00:00:00+09:00,10100.0,10140.0,9820.0,9874.0
2025-12-10 00:00:00+09:00,9911.0,9951.0,9375.0,9470.0
2025-12-11 00:00:00+09:00,9673.0,9974.0,9493.0,9610.0
2025-12-12 00:00:00+09:00,9790.0,9960.0,9543.0,9890.0
2025-12-15 00:00:00+09:00,9440.0,9441.0,9085.0,9200.0
2025-12-16 00:00:00+09:00,9052.0,9157.0,8598.0,8688.0
2025-12-17 00:00:00+09:00,8750.0,9398.0,8632.0,9300.0
2025-12-18 00:00:00+09:00,9130.0,9564.0,9049.0,9510.0
2025-12-19 00:00:00+09:00,9401.0,9620.0,9130.0,9340.0
2025-12-22 00:00:00+09:00,9600.0,10330.0,9556.0,10125.0
