Date,Open,High,Low,Close
2025-10-14 00:00:00+09:00,4630.02771148092,4700.985990584076,4551.18517914408,4590.6064453125
2025-10-15 00:00:00+09:00,4616.230140989811,4745.334784130218,4616.230140989811,4727.59521484375
2025-10-16 00:00:00+09:00,4747.305746123145,4780.813820727294,4706.898950276965,4714.783203125
2025-10-17 00:00:00+09:00,4689.159748251081,4713.798040328902,4651.709544292791,4675.3623046875
2025-10-20 00:00:00+09:00,4764.0597665022715,4838.960168292543,4746.320197657207,4827.1337890625
2025-10-21 00:00:00+09:00,4817.278426543543,4861.62734822817,4779.828226009858,4792.64013671875
2025-10-22 00:00:00+09:00,4828.119554729553,4950.325479364471,4801.51020017195,4943.4267578125
2025-10-23 00:00:00+09:00,4775.886279075933,4854.728809477517,4775.886279075933,4791.65478515625
2025-10-24 00:00:00+09:00,4807.423127211533,4905.976286850966,4798.553342843985,4856.69970703125
2025-10-27 00:00:00+09:00,4967.079683097706,4991.717975176563,4864.584388049658,4897.10693359375
2025-10-28 00:00:00+09:00,4828.119689413725,4873.454146591319,4787.712890625,4787.712890625
2025-10-29 00:00:00+09:00,4825.16283606304,4837.974747188208,4754.204559062114,4783.7705078125
2025-10-30 00:00:00+09:00,4850.786514791162,4892.178841817011,4796.582277019216,4875.4248046875
2025-10-31 00:00:00+09:00,4831.075885524997,4859.656301820432,4810.379722000716,4856.69970703125
2025-11-04 00:00:00+09:00,4861.62766317847,5075.488032712167,4853.743409923772,5034.095703125
2025-11-05 00:00:00+09:00,4948.3541983264595,4993.688652244607,4723.652991949556,4853.7431640625
2025-11-06 00:00:00+09:00,4908.933071007548,4972.007095609934,4856.699894383698,4957.22412109375
2025-11-07 00:00:00+09:00,4858.671353247858,4888.2373046875,4799.539450368574,4888.2373046875
2025-11-10 00:00:00+09:00,4927.657863417442,4974.96337890625,4886.265537364736,4974.96337890625
2025-11-11 00:00:00+09:00,5003.544342271749,5036.066887730675,4926.672871187015,4953.2822265625
2025-11-12 00:00:00+09:00,5223.317616305247,5235.143995813863,5036.066607418833,5061.6904296875
2025-11-13 00:00:00+09:00,5036.0667626276945,5134.619928236847,4987.775711479209,5052.82080078125
2025-11-14 00:00:00+09:00,4954.267769179066,5080.415824570934,4941.455857303329,5017.341796875
2025-11-17 00:00:00+09:00,4983.833468442464,5013.399417434608,4933.571355155818,4994.67431640625
2025-11-18 00:00:00+09:00,4916.817553573637,4937.513718862281,4731.53759765625,4731.53759765625
2025-11-19 00:00:00+09:00,4765.045388931046,4817.278564859349,4699.0147703047005,4738.43603515625
2025-11-20 00:00:00+09:00,4876.4105163895065,4954.26751533752,4830.0905296736,4874.439453125
2025-11-21 00:00:00+09:00,4805.452133703606,4940.46996436755,4793.625754375377,4899.07763671875
2025-11-25 00:00:00+09:00,4907.9472060957905,4907.9472060957905,4753.21875,4753.21875
2025-11-26 00:00:00+09:00,4759.132108489754,4873.4537743801675,4745.334666054703,4827.1337890625
2025-11-27 00:00:00+09:00,4827.133837950244,4861.62744438721,4812.350863762973,4842.90234375
2025-11-28 00:00:00+09:00,4833.047048927343,4888.236819469743,4815.307479824429,4869.51171875
2025-12-01 00:00:00+09:00,4975.949488008376,4985.80480487906,4913.860991723066,4923.71630859375
2025-12-02 00:00:00+09:00,4912.87525985994,4948.354399148799,4857.685487632828,4898.09228515625
2025-12-03 00:00:00+09:00,4848.8157978995905,4953.282154521004,4839.946012903432,4929.62939453125
2025-12-04 00:00:00+09:00,4899.077846311627,5049.8641891975,4891.193593088836,5007.486328125
2025-12-05 00:00:00+09:00,4878.381542423402,4951.31088265357,4850.786656930906,4941.45556640625
2025-12-08 00:00:00+09:00,4972.007188622441,5009.4573914306975,4901.048909617324,5007.486328125
2025-12-09 00:00:00+09:00,4987.7752275166695,5071.54541015625,4987.7752275166695,5071.54541015625
2025-12-10 00:00:00+09:00,5051.835154547931,5103.082799502377,4933.571358499208,4975.94921875
2025-12-11 00:00:00+09:00,5043.951247354333,5056.763159471489,4947.369140625,4947.369140625
2025-12-12 00:00:00+09:00,4971.021459941546,5002.558471582729,4926.672537321132,4963.13720703125
2025-12-15 00:00:00+09:00,4996.645303357384,5065.632516618729,4934.556811422174,4989.74658203125
2025-12-16 00:00:00+09:00,4989.746494919116,4991.717558120743,4867.540576418233,4883.30908203125
2025-12-17 00:00:00+09:00,4836.989546660564,4855.714648817563,4729.566592180939,4811.36572265625
2025-12-18 00:00:00+09:00,4714.783327913632,4803.481174801639,4687.188442215141,4735.4794921875
2025-12-19 00:00:00+09:00,4745.3346202551475,4827.13374247346,4738.435899104205,4792.64013671875
2025-12-22 00:00:00+09:00,4832.061783661039,4863.598797137921,4796.582643499546,4817.27880859375
2025-12-23 00:00:00+09:00,4802.495595960636,4859.656430059901,4787.71262162462,4858.6708984375
2025-12-24 00:00:00+09:00,4860.641912774726,4874.439355349512,4800.524484413157,4842.90234375
2025-12-25 00:00:00+09:00,4877.395816070864,4878.38134765625,4834.03242631392,4878.38134765625
2025-12-26 00:00:00+09:00,4883.309112269987,4915.831655298223,4831.075937103426,4853.7431640625
2025-12-29 00:00:00+09:00,4905.452787971188,4930.313181180042,4877.60914757727,4908.43603515625
2025-12-30 00:00:00+09:00,4893.520046580921,4928.324598832563,4875.620562565791,4900.48095703125
2026-01-05 00:00:00+09:00,4964.123677908601,4984.011993925863,4907.441977259405,4983.017578125
2026-01-06 00:00:00+09:00,4982.023057381091,5009.86669921875,4886.559142509119,5009.86669921875
2026-01-07 00:00:00+09:00,4985.006421878826,5111.297228896303,4963.129274206507,5076.49267578125
2026-01-08 00:00:00+09:00,5081.464321034382,5147.095758448916,5063.564838103145,5090.4140625
2026-01-09 00:00:00+09:00,5047.654568757811,5235.599153764751,5032.738331852498,5171.95654296875
2026-01-13 00:00:00+09:00,5359.90078363186,5386.750008336509,5239.576480325838,5300.23583984375
2026-01-14 00:00:00+09:00,5330.068510511841,5368.850725420416,5286.314216768833,5333.0517578125
2026-01-15 00:00:00+09:00,5300.236003788309,5468.2922673230605,5268.414699450368,5467.2978515625
2026-01-16 00:00:00+09:00,5540.884483262324,5704.963079769554,5461.331224349728,5557.78955078125
2026-01-19 00:00:00+09:00,5508.068940620674,5567.73388671875,5445.420747217695,5567.73388671875
2026-01-20 00:00:00+09:00,5610.493827259581,5629.387727067793,5500.113675748448,5565.7451171875
2026-01-21 00:00:00+09:00,5375.811586658002,5516.024208507572,5369.845092111212,5499.119140625
2026-01-22 00:00:00+09:00,5535.9123366692165,5555.800651153389,5461.331157353572,5505.08544921875
2026-01-23 00:00:00+09:00,5563.756290398514,5613.477079410118,5478.236533298555,5495.1416015625
2026-01-26 00:00:00+09:00,5429.51023267663,5444.426469579588,5320.124495388273,5351.94580078125
2026-01-27 00:00:00+09:00,5351.945388008339,5391.722016681757,5269.408883510998,5388.73876953125
2026-01-28 00:00:00+09:00,5322.1131730217885,5431.498907145929,5295.263947373136,5419.56591796875
2026-01-29 00:00:00+09:00,5422.549098547949,5436.470919083374,5347.967917108173,5366.86181640625
2026-01-30 00:00:00+09:00,5461.331580176169,5537.90159686837,5369.8453264660075,5507.07470703125
2026-02-02 00:00:00+09:00,5519.007284584656,5567.733655205313,5393.71090298868,5402.66064453125
2026-02-03 00:00:00+09:00,5451.387025031608,5653.25341796875,5432.4931261852735,5653.25341796875
2026-02-04 00:00:00+09:00,5636.348716119538,5738.7735428238975,5586.627926457227,5711.92431640625
2026-02-05 00:00:00+09:00,5716.896045024527,5758.661505781359,5613.476808864751,5676.125
2026-02-06 00:00:00+09:00,5676.12498453902,5789.488377713065,5642.3148497327265,5778.5498046875
2026-02-09 00:00:00+09:00,5995.332745473273,6027.154050474955,5880.974930623475,5909.81298828125
