Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MA_Signal,MACD,MACD_Signal,MACD_Hist,ATR,Is_Weekly_Up
2025-10-07,4765.8,4792.8,4744.5,4766.7,,,,,0.0,0.0,0.0,,False
2025-10-08,4766.7,4775.4,4703.0,4712.7,,,,,-4.3,-0.9,-3.5,,False
2025-10-09,4732.0,4777.4,4729.1,4769.6,,,,,-3.1,-1.3,-1.8,,False
2025-10-10,4744.5,4762.9,4663.4,4663.4,,,,,-10.6,-3.2,-7.4,,False
2025-10-14,4595.8,4654.7,4548.5,4578.4,4698.2,,,,-23.1,-7.2,-16.0,,False
2025-10-15,4596.8,4640.2,4590.0,4617.1,4668.2,,,,-29.6,-11.6,-17.9,,False
2025-10-16,4658.6,4677.9,4606.4,4640.2,4653.7,,,,-32.5,-15.8,-16.7,,False
2025-10-17,4625.7,4633.5,4608.4,4627.7,4625.4,,,,-35.4,-19.7,-15.6,,False
2025-10-20,4678.9,4696.2,4649.9,4663.4,4625.4,,,,-34.4,-22.6,-11.7,,False
2025-10-21,4674.0,4692.4,4649.9,4660.5,4641.8,,,,-33.4,-24.8,-8.6,,False
2025-10-22,4669.2,4722.3,4667.3,4690.4,4656.5,,,,-29.9,-25.8,-4.1,,False
2025-10-23,4722.3,4722.3,4664.4,4680.8,4664.6,,,,-27.6,-26.2,-1.4,,False
2025-10-24,4720.4,4746.5,4692.4,4746.5,4688.3,,,,-20.2,-25.0,4.8,,False
2025-10-27,4794.7,4809.2,4766.7,4809.2,4717.5,,,,-9.2,-21.8,12.6,66.5,False
2025-10-28,4780.3,4788.0,4704.0,4705.9,4726.6,,,,-8.7,-19.2,10.5,70.6,False
2025-10-29,4727.1,4727.1,4623.8,4623.8,4713.2,,,,-14.8,-18.3,3.5,72.8,False
2025-10-30,4614.2,4649.9,4597.7,4642.2,4705.5,,,,-17.9,-18.3,0.3,71.9,False
2025-10-31,4654.7,4668.2,4612.2,4654.7,4687.2,,,,-19.2,-18.4,-0.7,68.3,False
2025-11-04,4601.6,4727.1,4601.6,4695.3,4664.4,,,,-16.7,-18.1,1.4,69.0,False
2025-11-05,4683.7,4954.1,4605.5,4950.2,4713.2,,,,5.8,-13.3,19.1,89.5,False
2025-11-06,4954.1,5006.2,4902.9,4954.1,4779.3,,,,23.6,-5.9,29.6,91.8,False
2025-11-07,4944.4,4953.1,4877.8,4953.1,4841.5,,,,37.3,2.7,34.6,95.0,False
2025-11-10,4993.7,5089.3,4986.9,5071.9,4924.9,,,,57.0,13.6,43.4,99.8,False
2025-11-11,5085.4,5149.2,5070.0,5101.8,5006.2,,,,74.2,25.7,48.5,102.4,False
2025-11-12,5137.6,5196.5,5110.5,5126.0,5041.4,4764.2,,,88.8,38.3,50.5,104.8,False
2025-11-13,5156.9,5175.2,5128.9,5152.1,5081.0,4779.6,,,101.2,50.9,50.3,104.2,False
2025-11-14,5129.8,5187.8,5099.9,5167.5,5123.9,4797.8,,,111.1,62.9,48.2,105.7,False
2025-11-17,5165.6,5166.5,5093.1,5116.3,5132.7,4811.7,,,113.5,73.0,40.4,106.6,False
2025-11-18,5084.5,5126.0,5018.8,5018.8,5116.1,4825.9,,,106.2,79.7,26.6,106.7,False
2025-11-19,5031.3,5066.1,4972.4,4972.4,5085.4,4841.7,,,95.7,82.9,12.8,106.0,False
2025-11-20,5027.5,5048.7,4992.7,5008.2,5056.6,4857.3,,,89.2,84.1,5.0,107.7,False
2025-11-21,4987.9,5059.3,4978.2,5050.7,5033.3,4873.7,,,86.4,84.6,1.8,109.5,False
2025-11-25,5113.4,5126.0,5042.9,5078.7,5025.7,4891.8,,,85.5,84.8,0.8,106.5,False
2025-11-26,5118.3,5152.1,5085.4,5117.3,5045.4,4909.9,,,87.0,85.2,1.7,86.8,False
2025-11-27,5131.8,5154.0,5123.1,5147.2,5080.4,4929.4,,,89.5,86.1,3.4,82.1,False
2025-11-28,5135.6,5219.7,5123.1,5215.8,5121.9,4950.4,,,95.9,88.0,7.8,83.5,False
2025-12-01,5187.8,5210.0,5125.0,5138.5,5139.5,4968.7,,,93.6,89.1,4.5,80.3,False
