Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist
2025-07-14,860.0,889.0,839.0,881.0,,,,0.0,0.0,0.0
2025-07-15,880.0,891.0,840.0,843.0,,,,-3.0,-0.6,-2.4
2025-07-16,873.0,888.0,855.0,868.0,,,,-3.4,-1.2,-2.2
2025-07-17,913.0,947.0,880.0,901.0,,,,-1.0,-1.1,0.1
2025-07-18,915.0,938.0,908.0,924.0,883.4,,,2.7,-0.3,3.1
2025-07-22,925.0,956.0,895.0,954.0,898.0,,,8.0,1.3,6.7
2025-07-23,954.0,954.0,922.0,930.0,915.4,,,10.2,3.1,7.1
2025-07-24,954.0,978.0,939.0,965.0,934.8,,,14.5,5.4,9.1
2025-07-25,977.0,979.0,944.0,962.0,947.0,,,17.5,7.8,9.7
2025-07-28,960.0,978.0,928.0,946.0,951.4,,,18.4,9.9,8.5
2025-07-29,939.0,943.0,908.0,930.0,946.6,,,17.6,11.5,6.1
2025-07-30,926.0,940.0,916.0,938.0,948.2,,,17.4,12.6,4.8
2025-07-31,933.0,938.0,915.0,937.0,942.6,,,17.0,13.5,3.5
2025-08-01,924.0,939.0,903.0,903.0,930.8,,,13.7,13.5,0.2
2025-08-04,876.0,927.0,875.0,921.0,925.8,,,12.5,13.3,-0.9
2025-08-05,929.0,944.0,914.0,917.0,923.2,,,11.0,12.9,-1.8
2025-08-06,917.0,942.0,914.0,942.0,924.0,,,11.8,12.6,-0.9
2025-08-07,935.0,957.0,934.0,948.0,926.2,,,12.7,12.7,0.0
2025-08-08,934.0,943.0,918.0,921.0,929.8,,,11.1,12.3,-1.2
2025-08-12,920.0,928.0,913.0,922.0,930.0,,,9.8,11.8,-2.0
2025-08-13,907.0,910.0,893.0,898.0,926.2,,,6.8,10.8,-4.0
2025-08-14,894.0,900.0,885.0,896.0,917.0,,,4.2,9.5,-5.3
2025-08-15,915.0,953.0,912.0,937.0,914.8,,,5.4,8.7,-3.3
2025-08-18,950.0,971.0,947.0,956.0,921.8,,,7.7,8.5,-0.8
2025-08-19,960.0,984.0,957.0,978.0,933.0,924.7,,11.3,9.0,2.2
2025-08-20,963.0,966.0,929.0,937.0,940.8,927.0,,10.6,9.4,1.3
2025-08-21,934.0,937.0,905.0,905.0,942.6,929.4,,7.5,9.0,-1.5
2025-08-22,905.0,909.0,894.0,894.0,934.0,930.5,,4.0,8.0,-4.0
2025-08-25,898.0,902.0,883.0,899.0,922.6,930.4,,1.7,6.7,-5.1
2025-08-26,887.0,887.0,860.0,860.0,899.0,927.8,,-3.3,4.7,-8.0
2025-08-27,858.0,860.0,826.0,845.0,880.6,923.5,,-8.4,2.1,-10.5
2025-08-28,850.0,862.0,837.0,847.0,869.0,920.2,,-12.1,-0.7,-11.3
2025-08-29,843.0,845.0,821.0,833.0,856.8,914.9,,-15.9,-3.8,-12.2
2025-09-01,820.0,834.0,808.0,814.0,839.8,909.0,,-20.3,-7.1,-13.2
2025-09-02,825.0,868.0,822.0,851.0,838.0,905.2,,-20.6,-9.8,-10.8
2025-09-03,838.0,841.0,809.0,810.0,831.0,900.4,,-23.8,-12.6,-11.2
2025-09-04,806.0,811.0,799.0,802.0,822.0,894.9,,-26.7,-15.4,-11.3
