Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist,ATR
2025-10-29,997.0,1003.0,951.0,964.0,958.8,922.1,,16.3,11.7,4.6,49.4
2025-10-30,990.0,1008.0,968.0,976.0,967.2,924.2,,17.9,12.9,5.0,48.9
2025-10-31,968.0,977.0,936.0,946.0,964.8,925.6,,16.6,13.7,3.0,48.2
2025-11-04,961.0,976.0,931.0,964.0,962.0,928.1,,16.9,14.3,2.5,46.7
2025-11-05,920.0,944.0,911.0,931.0,956.2,929.0,,14.2,14.3,-0.1,45.8
2025-11-06,944.0,992.0,940.0,979.0,959.2,932.0,,15.8,14.6,1.2,47.6
2025-11-07,965.0,994.0,960.0,994.0,962.8,936.2,,18.1,15.3,2.8,47.9
2025-11-10,1009.0,1032.0,1001.0,1023.0,978.2,942.6,,22.0,16.6,5.3,45.8
2025-11-11,1009.0,1011.0,987.0,990.0,983.4,946.4,,22.1,17.7,4.4,45.2
2025-11-12,998.0,1022.0,987.0,1022.0,1001.6,947.8,,24.5,19.1,5.5,46.0
2025-11-13,1010.0,1010.0,955.0,968.0,999.4,949.0,,21.9,19.6,2.2,49.6
2025-11-14,927.0,946.0,887.0,887.0,978.0,946.4,,13.0,18.3,-5.3,47.1
2025-11-17,1028.0,1037.0,1027.0,1037.0,980.8,949.8,,17.9,18.2,-0.3,55.4
2025-11-18,1061.0,1171.0,980.0,1012.0,985.2,953.9,,19.6,18.5,1.1,66.3
2025-11-19,1014.0,1082.0,1000.0,1040.0,988.8,961.3,,22.9,19.4,3.5,68.4
2025-11-20,1075.0,1133.0,1062.0,1100.0,1015.2,968.7,,30.0,21.5,8.5,71.9
2025-11-21,1030.0,1043.0,1003.0,1003.0,1038.4,972.9,,27.5,22.7,4.8,75.9
2025-11-25,1013.0,1026.0,961.0,969.0,1024.8,976.5,,22.5,22.7,-0.2,77.4
2025-11-26,982.0,1042.0,975.0,1030.0,1028.4,979.9,,23.2,22.8,0.4,78.8
2025-11-27,1058.0,1083.0,1045.0,1073.0,1035.0,986.6,,26.9,23.6,3.3,78.2
2025-11-28,1077.0,1118.0,1068.0,1105.0,1036.0,993.7,,32.1,25.3,6.8,79.4
2025-12-01,1110.0,1119.0,1053.0,1063.0,1048.0,998.9,,32.4,26.7,5.7,81.4
2025-12-02,1108.0,1109.0,1056.0,1059.0,1066.0,1002.9,,32.0,27.8,4.2,82.6
2025-12-03,1070.0,1072.0,1022.0,1048.0,1069.6,1005.7,,30.4,28.3,2.1,83.6
2025-12-04,1037.0,1093.0,1035.0,1075.0,1070.0,1010.3,,31.0,28.8,2.1,83.0
2025-12-05,1080.0,1187.0,1080.0,1162.0,1081.4,1018.2,,38.0,30.7,7.3,85.2
2025-12-08,1150.0,1171.0,1139.0,1170.0,1102.8,1026.0,,43.7,33.3,10.4,76.8
2025-12-09,1170.0,1215.0,1155.0,1189.0,1128.8,1035.7,,49.2,36.5,12.7,67.4
2025-12-10,1188.0,1198.0,1143.0,1151.0,1149.4,1043.2,,49.9,39.1,10.8,65.5
2025-12-11,1168.0,1223.0,1163.0,1207.0,1175.8,1054.2,,54.4,42.2,12.2,64.0
2025-12-12,1237.0,1311.0,1212.0,1256.0,1194.6,1065.3,960.8,61.1,46.0,15.2,64.5
2025-12-15,1245.0,1263.0,1203.0,1263.0,1213.2,1076.1,966.1,66.3,50.0,16.3,64.1
2025-12-16,1241.0,1253.0,1206.0,1209.0,1217.2,1083.5,970.5,65.3,53.1,12.2,63.0
2025-12-17,1161.0,1200.0,1113.0,1187.0,1224.4,1091.4,974.5,62.0,54.9,7.1,66.1
2025-12-18,1162.0,1177.0,1137.0,1168.0,1216.6,1097.2,978.7,57.2,55.4,1.9,66.1
2025-12-19,1192.0,1247.0,1185.0,1245.0,1214.4,1108.3,983.3,59.0,56.1,2.9,67.0
2025-12-22,1261.0,1296.0,1242.0,1285.0,1218.8,1124.2,989.3,62.8,57.4,5.4,67.1
2025-12-23,1290.0,1317.0,1262.0,1294.0,1235.8,1134.5,995.1,65.9,59.1,6.8,67.4
2025-12-24,1300.0,1363.0,1287.0,1346.0,1267.6,1147.9,1002.0,71.6,61.6,10.0,68.7
2025-12-25,1241.0,1250.0,1118.0,1154.0,1264.8,1152.4,1006.5,60.0,61.3,-1.3,77.0
2025-12-26,1124.0,1185.0,1108.0,1150.0,1245.8,1154.4,1010.7,49.9,59.0,-9.1,80.2
2025-12-29,1150.0,1185.0,1118.0,1157.0,1220.2,1160.6,1014.7,42.0,55.6,-13.6,80.7
2025-12-30,1140.0,1156.0,1103.0,1134.0,1188.2,1167.2,1018.6,33.5,51.2,-17.7,80.6
2026-01-05,1158.0,1188.0,1095.0,1110.0,1141.0,1170.4,1021.6,24.5,45.9,-21.3,82.1
2026-01-06,1130.0,1160.0,1120.0,1137.0,1137.6,1173.0,1024.9,19.4,40.6,-21.2,78.3
2026-01-07,1125.0,1126.0,1050.0,1063.0,1120.2,1171.3,1026.9,9.2,34.3,-25.1,80.2
2026-01-08,1050.0,1056.0,1026.0,1030.0,1094.8,1170.0,1028.5,-1.5,27.1,-28.6,78.8
2026-01-09,1052.0,1056.0,996.0,1015.0,1071.0,1168.2,1029.9,-11.1,19.5,-30.6,76.2
2026-01-13,1055.0,1088.0,1031.0,1076.0,1064.2,1169.3,1031.8,-13.6,12.9,-26.4,77.9
2026-01-14,1052.0,1073.0,1015.0,1021.0,1041.0,1167.2,1032.7,-19.7,6.4,-26.1,76.6
2026-01-15,1015.0,1076.0,1013.0,1068.0,1042.0,1163.4,1034.6,-20.6,1.0,-21.6,77.2
2026-01-16,1088.0,1112.0,1062.0,1106.0,1057.2,1160.8,1037.0,-18.0,-2.8,-15.2,76.9
2026-01-19,1106.0,1234.0,1081.0,1234.0,1101.0,1162.6,1041.3,-5.6,-3.4,-2.2,82.4
2026-01-20,1220.0,1254.0,1167.0,1176.0,1121.0,1163.6,1045.0,-0.4,-2.8,2.4,72.3
2026-01-21,1133.0,1199.0,1117.0,1152.0,1147.2,1161.4,1048.2,1.7,-1.9,3.6,72.6
2026-01-22,1165.0,1172.0,1105.0,1110.0,1155.6,1155.6,1051.0,0.0,-1.5,1.5,72.6
2026-01-23,1125.0,1166.0,1124.0,1141.0,1162.6,1150.7,1054.3,1.2,-1.0,2.2,72.8
2026-01-26,1131.0,1178.0,1121.0,1141.0,1144.0,1148.0,1058.0,2.1,-0.4,2.4,70.2
2026-01-27,1142.0,1183.0,1127.0,1168.0,1142.4,1147.2,1061.7,4.9,0.7,4.2,70.6
2026-01-28,1180.0,1182.0,1131.0,1144.0,1140.8,1146.3,1063.8,5.2,1.6,3.6,68.1
2026-01-29,1164.0,1193.0,1151.0,1188.0,1156.4,1144.0,1067.1,8.8,3.0,5.8,68.9
2026-01-30,1201.0,1211.0,1159.0,1179.0,1164.0,1139.8,1070.1,10.8,4.6,6.2,68.4
2026-02-02,1185.0,1226.0,1168.0,1188.0,1173.4,1135.5,1073.3,13.0,6.3,6.7,67.3
2026-02-03,1198.0,1219.0,1169.0,1219.0,1183.6,1130.4,1077.4,17.1,8.4,8.6,66.5
2026-02-04,1211.0,1231.0,1194.0,1215.0,1197.8,1132.9,1082.2,19.7,10.7,9.0,64.6
2026-02-05,1216.0,1250.0,1191.0,1208.0,1201.8,1135.2,1086.1,21.0,12.8,8.3,65.3
2026-02-06,1190.0,1230.0,1172.0,1230.0,1212.0,1138.1,1090.5,23.5,14.9,8.6,58.5
2026-02-09,1260.0,1264.0,1221.0,1231.0,1220.6,1142.0,1095.2,25.3,17.0,8.3,55.4
2026-02-10,1239.0,1288.0,1237.0,1285.0,1233.8,1149.0,1099.8,30.8,19.7,11.0,53.6
2026-02-12,1310.0,1313.0,1233.0,1252.0,1241.2,1153.6,1104.4,32.0,22.2,9.8,54.5
2026-02-13,1245.0,1245.0,1181.0,1205.0,1240.6,1159.3,1108.1,28.9,23.5,5.4,55.6
2026-02-16,1210.0,1335.0,1181.0,1320.0,1258.6,1170.9,1113.2,35.3,25.9,9.4,62.5
2026-02-17,1329.0,1378.0,1272.0,1369.0,1286.2,1185.0,1118.7,43.8,29.5,14.3,66.1
2026-02-18,1373.0,1415.0,1345.0,1359.0,1301.0,1196.4,1123.8,49.2,33.4,15.8,67.4
2026-02-19,1345.0,1357.0,1291.0,1321.0,1314.8,1208.4,1128.6,49.8,36.7,13.1,68.8
2026-02-20,1340.0,1355.0,1276.0,1285.0,1330.8,1217.0,1132.9,46.9,38.7,8.1,70.7
2026-02-24,1350.0,1374.0,1300.0,1315.0,1329.8,1225.4,1137.4,46.4,40.3,6.1,72.9
2026-02-25,1330.0,1362.0,1202.0,1225.0,1301.0,1225.0,1141.1,38.3,39.9,-1.5,80.8
2026-02-26,1255.0,1311.0,1227.0,1281.0,1285.4,1229.2,1145.4,36.1,39.1,-3.1,84.3
2026-02-27,1350.0,1395.0,1312.0,1357.0,1292.6,1237.4,1151.0,39.9,39.3,0.6,88.2
2026-03-02,1380.0,1474.0,1358.0,1449.0,1325.4,1251.0,1157.3,49.8,41.4,8.4,92.4
2026-03-03,1478.0,1482.0,1390.0,1400.0,1342.4,1261.4,1162.7,53.1,43.7,9.4,95.9
2026-03-04,1370.0,1438.0,1295.0,1315.0,1360.4,1268.3,1166.6,48.3,44.6,3.7,102.1
2026-03-05,1384.0,1424.0,1347.0,1378.0,1379.8,1276.7,1171.8,49.0,45.5,3.5,104.1
2026-03-06,1357.0,1382.0,1320.0,1365.0,1381.4,1285.6,1176.4,48.0,46.0,2.0,103.5
2026-03-09,1275.0,1299.0,1192.0,1219.0,1335.4,1286.8,1179.7,35.0,43.8,-8.8,104.9
2026-03-10,1295.0,1319.0,1260.0,1293.0,1314.0,1291.4,1185.1,30.3,41.1,-10.8,104.4
2026-03-11,1330.0,1395.0,1323.0,1353.0,1321.6,1298.0,1189.3,31.0,39.1,-8.0,106.7
2026-03-12,1323.0,1349.0,1300.0,1328.0,1311.6,1302.3,1193.5,29.3,37.1,-7.8,105.6
2026-03-13,1328.0,1452.0,1309.0,1435.0,1325.6,1311.1,1198.8,36.1,36.9,-0.8,110.2
2026-03-16,1420.0,1490.0,1402.0,1487.0,1379.2,1322.3,1204.0,45.2,38.6,6.6,110.1
2026-03-17,1500.0,1500.0,1363.0,1384.0,1397.4,1328.4,1209.1,43.6,39.6,4.0,108.5
2026-03-18,1400.0,1497.0,1388.0,1471.0,1421.0,1338.0,1215.7,48.8,41.4,7.4,110.4
2026-03-19,1427.0,1437.0,1360.0,1367.0,1428.8,1341.3,1220.2,44.0,41.9,2.1,110.2
2026-03-23,1334.0,1355.0,1285.0,1286.0,1399.0,1342.7,1223.1,33.3,40.2,-6.9,107.7
2026-03-24,1337.0,1346.0,1246.0,1274.0,1356.4,1345.4,1225.3,23.5,36.9,-13.3,108.3
2026-03-25,1298.0,1377.0,1276.0,1367.0,1353.0,1347.3,1229.4,23.1,34.1,-11.0,105.4
2026-03-26,1360.0,1380.0,1294.0,1312.0,1321.2,1345.0,1232.8,18.0,30.9,-12.9,103.8
2026-03-27,1314.0,1315.0,1218.0,1220.0,1291.8,1339.5,1235.1,6.6,26.0,-19.5,106.3
2026-03-30,1130.0,1154.0,1081.0,1105.0,1255.6,1330.8,1235.5,-11.7,18.5,-30.2,103.9
2026-03-31,1085.0,1124.0,1052.0,1072.0,1215.2,1322.3,1234.3,-28.5,9.1,-37.6,101.9
2026-04-01,1150.0,1159.0,1109.0,1158.0,1173.4,1316.0,1234.1,-34.4,0.4,-34.8,100.8
2026-04-02,1188.0,1249.0,1150.0,1150.0,1141.0,1313.0,1233.6,-39.4,-7.6,-31.8,104.1
2026-04-03,1210.0,1236.0,1197.0,1209.0,1138.8,1310.2,1234.3,-38.1,-13.7,-24.4,100.0
2026-04-06,1212.0,1265.0,1207.0,1242.0,1166.2,1305.6,1234.8,-34.0,-17.7,-16.3,97.9
2026-04-07,1247.0,1284.0,1229.0,1279.0,1207.6,1298.8,1235.1,-27.4,-19.7,-7.8,92.0
2026-04-08,1342.0,1373.0,1321.0,1370.0,1250.0,1297.6,1236.5,-14.8,-18.7,3.9,90.6
2026-04-09,1340.0,1347.0,1308.0,1309.0,1281.8,1297.3,1237.9,-9.5,-16.9,7.3,87.1
2026-04-10,1394.0,1453.0,1378.0,1414.0,1322.8,1298.8,1240.9,3.1,-12.9,16.0,91.6
2026-04-13,1384.0,1435.0,1370.0,1370.0,1348.4,1299.0,1243.6,9.4,-8.4,17.8,89.1
2026-04-14,1400.0,1400.0,1336.0,1340.0,1360.6,1303.8,1244.9,11.9,-4.4,16.2,86.3
2026-04-15,1385.0,1404.0,1299.0,1307.0,1348.0,1304.4,1245.2,11.0,-1.3,12.3,87.6
2026-04-16,1321.0,1353.0,1314.0,1353.0,1356.8,1304.4,1245.9,13.9,1.8,12.1,84.0
2026-04-17,1358.0,1393.0,1350.0,1363.0,1346.6,1305.8,1246.2,16.8,4.8,12.0,77.1
2026-04-20,1360.0,1460.0,1357.0,1437.0,1360.0,1305.8,1249.9,24.8,8.8,16.0,79.4
2026-04-21,1463.0,1497.0,1448.0,1477.0,1387.4,1305.4,1254.3,33.9,13.8,20.1,77.4
2026-04-22,1497.0,1507.0,1428.0,1436.0,1413.2,1307.5,1258.0,37.5,18.5,18.9,76.0
2026-04-23,1458.0,1476.0,1337.0,1373.0,1417.2,1303.6,1261.2,34.8,21.8,13.0,79.8
2026-04-24,1380.0,1389.0,1273.0,1330.0,1410.6,1302.1,1264.1,28.8,23.2,5.6,83.9
2026-04-27,1312.0,1320.0,1237.0,1258.0,1374.8,1301.0,1265.8,18.1,22.2,-4.1,86.6
2026-04-28,1248.0,1313.0,1244.0,1296.0,1338.6,1301.9,1268.9,12.5,20.2,-7.7,84.9
2026-04-30,1290.0,1358.0,1283.0,1322.0,1315.8,1300.1,1272.8,10.1,18.2,-8.1,85.8
2026-05-01,1350.0,1393.0,1327.0,1346.0,1310.4,1301.4,1277.2,10.0,16.6,-6.6,80.6
2026-05-07,1428.0,1452.0,1369.0,1399.0,1324.2,1308.6,1281.5,14.0,16.1,-2.0,83.5
2026-05-08,1400.0,1464.0,1386.0,1434.0,1359.4,1321.8,1287.0,19.8,16.8,3.0,84.5
2026-05-11,1476.0,1509.0,1457.0,1480.0,1396.2,1338.1,1292.5,27.8,19.0,8.8,82.4
2026-05-12,1510.0,1520.0,1405.0,1448.0,1421.4,1349.7,1297.0,31.2,21.4,9.7,87.3
2026-05-13,1440.0,1593.0,1407.0,1593.0,1470.8,1367.4,1301.8,45.0,26.1,18.9,97.5
2026-05-14,1627.0,1660.0,1511.0,1532.0,1497.4,1380.3,1306.6,50.5,31.0,19.5,100.8
2026-05-15,1529.0,1587.0,1450.0,1450.0,1500.6,1388.6,1310.5,47.7,34.3,13.3,106.3
2026-05-18,1565.0,1571.0,1437.0,1463.0,1497.2,1396.0,1315.3,46.0,36.7,9.3,110.2
2026-05-19,1498.0,1593.0,1488.0,1558.0,1519.2,1403.5,1320.8,51.7,39.7,12.0,109.6
2026-05-20,1518.0,1546.0,1452.0,1473.0,1495.2,1410.1,1325.2,48.8,41.5,7.3,108.9
2026-05-21,1526.0,1565.0,1441.0,1521.0,1493.0,1414.4,1329.9,49.8,43.1,6.6,111.1
2026-05-22,1580.0,1830.0,1535.0,1813.0,1565.6,1432.1,1338.9,73.3,49.2,24.1,128.2
2026-05-25,1955.0,2020.0,1896.0,1923.0,1657.6,1455.4,1348.7,99.6,59.3,40.4,137.6
2026-05-26,1918.0,2050.0,1846.0,2047.0,1755.4,1485.0,1360.2,129.1,73.2,55.8,147.1
2026-05-27,2130.0,2140.0,1905.0,1951.0,1851.0,1508.9,1370.4,143.0,87.2,55.8,156.4
2026-05-28,1968.0,2018.0,1928.0,2005.0,1947.8,1534.6,1380.9,156.5,101.1,55.5,157.2
2026-05-29,2020.0,2031.0,1865.0,1896.0,1964.4,1553.0,1390.0,156.7,112.2,44.5,163.7
2026-06-01,1900.0,1931.0,1644.0,1681.0,1916.0,1561.1,1396.3,137.9,117.3,20.6,176.0
2026-06-02,1551.0,1640.0,1511.0,1616.0,1829.8,1568.3,1401.4,116.4,117.1,-0.7,174.9
2026-06-03,1595.0,1595.0,1470.0,1502.0,1740.0,1573.5,1405.0,89.1,111.5,-22.4,174.6
2026-06-04,1480.0,1483.0,1365.0,1429.0,1624.8,1577.4,1407.0,60.9,101.4,-40.5,174.6
2026-06-05,1500.0,1561.0,1485.0,1518.0,1549.2,1587.8,1410.5,45.3,90.2,-44.9,174.5
2026-06-08,1418.0,1547.0,1412.0,1505.0,1514.0,1596.2,1414.5,31.4,78.4,-47.0,174.9
2026-06-09,1510.0,1521.0,1419.0,1446.0,1480.0,1601.2,1416.2,15.5,65.8,-50.3,174.6
2026-06-10,1394.0,1430.0,1367.0,1384.0,1456.4,1602.7,1416.4,-2.1,52.3,-54.3,171.4
2026-06-11,1365.0,1448.0,1352.0,1441.0,1458.8,1604.4,1417.5,-11.3,39.5,-50.8,156.1
2026-06-12,1581.0,1590.0,1506.0,1552.0,1465.6,1609.1,1420.6,-9.5,29.7,-39.3,152.0
2026-06-15,1512.0,1521.0,1306.0,1310.0,1426.6,1602.3,1420.9,-27.3,18.3,-45.7,155.0
2026-06-16,1400.0,1404.0,1325.0,1334.0,1404.2,1597.7,1421.1,-39.1,6.8,-45.9,144.9
2026-06-17,1364.0,1420.0,1276.0,1276.0,1382.6,1585.0,1421.8,-52.4,-5.0,-47.4,148.8
2026-06-18,1310.0,1367.0,1310.0,1319.0,1358.2,1576.5,1422.3,-58.9,-15.8,-43.1,143.4
2026-06-19,1290.0,1306.0,1261.0,1269.0,1301.6,1569.3,1421.2,-67.3,-26.1,-41.2,127.1
2026-06-22,1320.0,1363.0,1280.0,1352.0,1310.0,1564.8,1419.9,-66.4,-34.1,-32.3,121.6
2026-06-23,1306.0,1340.0,1269.0,1275.0,1298.2,1553.5,1418.2,-71.2,-41.6,-29.6,117.1
