Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist
2025-07-15,3880.0,3880.0,3780.0,3845.0,,,,0.0,0.0,0.0
2025-07-16,3830.0,3865.0,3720.0,3815.0,,,,-2.4,-0.5,-1.9
2025-07-17,3885.0,3950.0,3855.0,3900.0,,,,2.5,0.1,2.4
2025-07-18,3970.0,3995.0,3795.0,3795.0,,,,-2.0,-0.3,-1.7
2025-07-22,3815.0,3985.0,3755.0,3775.0,3826.0,,,-7.1,-1.7,-5.5
2025-07-23,3815.0,3925.0,3815.0,3920.0,3841.0,,,0.5,-1.2,1.7
2025-07-24,3930.0,3930.0,3840.0,3930.0,3864.0,,,7.3,0.5,6.8
2025-07-25,3905.0,3940.0,3860.0,3870.0,3858.0,,,7.7,1.9,5.8
2025-07-28,3930.0,4080.0,3895.0,4025.0,3904.0,,,20.3,5.6,14.7
2025-07-29,4010.0,4010.0,3860.0,3900.0,3929.0,,,20.0,8.5,11.5
2025-07-30,3930.0,3930.0,3845.0,3910.0,3927.0,,,20.3,10.8,9.5
2025-07-31,3910.0,4020.0,3880.0,3990.0,3939.0,,,26.7,14.0,12.7
2025-08-01,3955.0,3980.0,3915.0,3950.0,3955.0,,,28.2,16.9,11.4
2025-08-04,3830.0,3895.0,3830.0,3835.0,3917.0,,,19.9,17.5,2.5
2025-08-05,3885.0,3885.0,3725.0,3735.0,3884.0,,,5.2,15.0,-9.8
2025-08-06,3745.0,3775.0,3700.0,3730.0,3848.0,,,-6.8,10.7,-17.4
2025-08-07,3720.0,3830.0,3715.0,3740.0,3798.0,,,-15.3,5.5,-20.8
2025-08-08,3750.0,3770.0,3695.0,3695.0,3747.0,,,-25.4,-0.7,-24.7
2025-08-12,3765.0,3765.0,3670.0,3720.0,3724.0,,,-31.0,-6.7,-24.2
2025-08-13,3745.0,3800.0,3690.0,3735.0,3724.0,,,-33.8,-12.2,-21.7
2025-08-14,3705.0,3850.0,3700.0,3850.0,3748.0,,,-26.5,-15.0,-11.5
2025-08-15,3620.0,3890.0,3610.0,3835.0,3767.0,,,-21.7,-16.4,-5.3
2025-08-18,3915.0,4175.0,3905.0,4030.0,3834.0,,,-2.1,-13.5,11.4
2025-08-19,4170.0,4180.0,3960.0,4070.0,3904.0,,,16.5,-7.5,24.0
2025-08-20,4090.0,4100.0,3860.0,3875.0,3932.0,3859.0,,15.3,-2.9,18.2
