Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MA_Signal,MACD,MACD_Signal,MACD_Hist,ATR,Is_Weekly_Up
2025-10-10,1981.0,2023.0,1902.0,1960.0,,,,,0.0,0.0,0.0,,False
2025-10-14,1823.0,1900.0,1750.0,1757.0,,,,,-16.2,-3.2,-13.0,,False
2025-10-15,1779.0,1930.0,1772.0,1898.0,,,,,-17.4,-6.1,-11.4,,False
2025-10-16,1960.0,2017.0,1924.0,2017.0,,,,,-8.7,-6.6,-2.1,,False
2025-10-17,1967.0,1980.0,1923.0,1948.0,1916.0,,,,-7.3,-6.8,-0.6,,False
2025-10-20,2024.0,2035.0,1976.0,2030.0,1930.0,,,,0.4,-5.3,5.7,,False
2025-10-21,2042.0,2049.0,1882.0,1950.0,1968.6,,,,0.1,-4.2,4.3,,False
2025-10-22,1930.0,1949.0,1898.0,1920.0,1973.0,,,,-2.6,-3.9,1.3,,False
2025-10-23,1902.0,1938.0,1896.0,1896.0,1948.8,,,,-6.5,-4.4,-2.1,,False
2025-10-24,1935.0,2048.0,1927.0,1981.0,1955.4,,,,-2.8,-4.1,1.3,,False
2025-10-27,2031.0,2048.0,1988.0,1996.0,1948.6,,,,1.4,-3.0,4.4,,False
2025-10-28,1988.0,1988.0,1901.0,1901.0,1938.8,,,,-2.9,-3.0,0.1,,False
2025-10-29,1931.0,1931.0,1837.0,1861.0,1927.0,,,,-9.5,-4.3,-5.2,,False
2025-10-30,1842.0,1948.0,1840.0,1942.0,1936.2,,,,-8.0,-5.0,-3.0,112.9,False
2025-10-31,1925.0,1938.0,1888.0,1895.0,1919.0,,,,-10.6,-6.1,-4.4,108.1,False
2025-11-04,1905.0,2000.0,1891.0,1971.0,1914.0,,,,-6.4,-6.2,-0.2,100.9,False
2025-11-05,1885.0,1974.0,1857.0,1957.0,1925.2,,,,-4.1,-5.8,1.7,96.9,False
2025-11-06,1970.0,2025.0,1966.0,1999.0,1952.8,,,,1.0,-4.4,5.4,93.3,False
2025-11-07,1999.0,2010.0,1978.0,1990.0,1962.4,,,,4.3,-2.7,7.0,88.9,False
2025-11-10,2000.0,2002.0,1933.0,1935.0,1970.4,,,,2.5,-1.6,4.1,87.6,False
2025-11-11,1962.0,1980.0,1892.0,1892.0,1954.6,,,,-2.4,-1.8,-0.6,81.9,False
2025-11-12,1893.0,1926.0,1874.0,1902.0,1943.6,,,,-5.4,-2.5,-2.9,81.9,False
2025-11-13,1900.0,1905.0,1860.0,1872.0,1918.2,,,,-10.1,-4.0,-6.1,82.1,False
2025-11-14,1837.0,1854.0,1800.0,1800.0,1880.2,,,,-19.4,-7.1,-12.3,76.4,False
2025-11-17,1783.0,1844.0,1750.0,1786.0,1850.4,1922.2,,,-27.6,-11.2,-16.4,78.4,False
2025-11-18,1768.0,1820.0,1680.0,1683.0,1808.6,1911.2,,,-41.9,-17.4,-24.6,81.6,False
2025-11-19,1683.0,1702.0,1612.0,1658.0,1759.8,1907.2,,,-54.7,-24.8,-29.8,81.3,False
2025-11-20,1700.0,1725.0,1650.0,1718.0,1729.0,1900.0,,,-59.2,-31.7,-27.5,78.9,False
2025-11-21,1652.0,1710.0,1652.0,1669.0,1702.8,1886.1,,,-66.0,-38.6,-27.5,79.8,False
2025-11-25,1655.0,1708.0,1621.0,1623.0,1670.2,1873.1,,,-74.3,-45.7,-28.6,78.2,False
2025-11-26,1619.0,1749.0,1619.0,1736.0,1680.8,1861.3,,,-70.9,-50.7,-20.1,79.1,False
2025-11-27,1736.0,1736.0,1736.0,1736.0,1696.4,1852.8,,,-67.4,-54.1,-13.3,74.3,False
2025-11-28,1736.0,1736.0,1736.0,1736.0,1700.0,1845.4,,,-63.9,-56.1,-7.9,72.0,False
2025-12-01,1798.0,1836.0,1711.0,1740.0,1714.2,1839.2,,,-60.2,-56.9,-3.3,76.0,False
2025-12-02,1682.0,1694.0,1551.0,1551.0,1699.8,1822.0,,,-71.6,-59.8,-11.8,83.2,False
2025-12-03,1660.0,1669.0,1560.0,1620.0,1676.6,1806.9,,,-74.2,-62.7,-11.5,87.9,False
2025-12-04,1604.0,1643.0,1561.0,1628.0,1655.0,1796.0,,,-74.8,-65.1,-9.7,90.6,False
2025-12-05,1668.0,1839.0,1627.0,1818.0,1671.4,1794.3,,,-59.3,-63.9,4.7,100.6,False
2025-12-08,1818.0,1818.0,1738.0,1752.0,1673.8,1786.7,,,-51.7,-61.5,9.8,99.6,False
2025-12-09,1800.0,1896.0,1785.0,1847.0,1733.0,1784.8,,,-37.5,-56.7,19.2,99.9,False
2025-12-10,1878.0,1886.0,1790.0,1812.0,1771.4,1778.4,,,-28.8,-51.1,22.3,100.3,False
2025-12-11,1815.0,1826.0,1753.0,1811.0,1808.0,1772.6,,,-21.8,-45.3,23.5,100.1,False
2025-12-12,1810.0,1849.0,1785.0,1822.0,1808.8,1765.5,,,-15.1,-39.2,24.1,100.0,False
2025-12-15,1776.0,1796.0,1725.0,1748.0,1808.0,1755.8,,,-15.6,-34.5,18.9,100.7,False
2025-12-16,1718.0,1730.0,1635.0,1645.0,1767.6,1744.2,,,-24.1,-32.4,8.4,99.5,False
2025-12-17,1640.0,1662.0,1597.0,1642.0,1733.6,1734.2,,,-30.7,-32.1,1.4,104.1,False
2025-12-18,1600.0,1620.0,1535.0,1537.0,1678.8,1719.6,,,-43.8,-34.4,-9.4,111.8,False
2025-12-19,1563.0,1643.0,1532.0,1628.0,1640.0,1709.8,,,-46.4,-36.8,-9.6,110.8,False
2025-12-22,1668.0,1690.0,1630.0,1646.0,1619.6,1703.7,,,-46.4,-38.7,-7.7,101.7,False
2025-12-23,1633.0,1673.0,1616.0,1665.0,1623.6,1698.8,,,-44.4,-39.9,-4.6,97.4,False
2025-12-24,1672.0,1734.0,1661.0,1696.0,1634.4,1699.4,,,-39.9,-39.9,-0.0,96.7,False
2025-12-25,1696.0,1720.0,1608.0,1612.0,1649.4,1697.5,,,-42.6,-40.4,-2.1,89.6,False
