Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist,ATR
2025-08-08,1077.0,1143.0,1075.0,1118.0,,,,0.0,0.0,0.0,
2025-08-12,1149.0,1184.0,1127.0,1149.0,,,,2.5,0.5,2.0,
2025-08-13,1269.0,1312.0,1201.0,1206.0,,,,8.9,2.2,6.7,
2025-08-14,1200.0,1229.0,1136.0,1210.0,,,,14.2,4.6,9.6,
2025-08-15,1235.0,1243.0,1172.0,1178.0,1172.2,,,15.6,6.8,8.8,
2025-08-18,1175.0,1225.0,1166.0,1216.0,1191.8,,,19.6,9.4,10.2,
2025-08-19,1199.0,1200.0,1150.0,1158.0,1193.6,,,17.8,11.1,6.8,
2025-08-20,1218.0,1243.0,1160.0,1163.0,1185.0,,,16.7,12.2,4.5,
2025-08-21,1158.0,1158.0,1135.0,1137.0,1170.4,,,13.5,12.4,1.1,
2025-08-22,1137.0,1143.0,1111.0,1112.0,1157.2,,,8.9,11.7,-2.9,
2025-08-25,1131.0,1147.0,1129.0,1139.0,1141.8,,,7.3,10.8,-3.6,
2025-08-26,1138.0,1147.0,1128.0,1136.0,1137.4,,,5.7,9.8,-4.1,
2025-08-27,1136.0,1136.0,1118.0,1124.0,1129.6,,,3.5,8.5,-5.1,
2025-08-28,1121.0,1134.0,1111.0,1124.0,1127.0,,,1.7,7.2,-5.5,59.0
2025-08-29,1125.0,1132.0,1111.0,1122.0,1129.0,,,0.1,5.7,-5.7,55.6
2025-09-01,1125.0,1152.0,1119.0,1147.0,1130.6,,,0.8,4.8,-3.9,53.3
2025-09-02,1147.0,1184.0,1144.0,1153.0,1134.0,,,1.9,4.2,-2.3,44.5
2025-09-03,1138.0,1138.0,1088.0,1097.0,1128.6,,,-1.8,3.0,-4.8,42.5
2025-09-04,1102.0,1102.0,1061.0,1061.0,1116.0,,,-7.5,0.9,-8.4,40.4
2025-09-05,1065.0,1074.0,1045.0,1049.0,1101.4,,,-12.9,-1.9,-11.0,38.2
2025-09-08,1065.0,1084.0,1051.0,1052.0,1082.4,,,-16.7,-4.8,-11.8,36.0
2025-09-09,1065.0,1074.0,1029.0,1034.0,1058.6,,,-20.9,-8.0,-12.9,33.1
2025-09-10,1030.0,1032.0,1014.0,1021.0,1043.4,,,-25.0,-11.4,-13.6,32.6
2025-09-11,1030.0,1050.0,1021.0,1032.0,1037.6,,,-27.1,-14.6,-12.5,32.4
2025-09-12,1052.0,1056.0,1026.0,1036.0,1035.0,1119.0,,-28.1,-17.3,-10.8,32.0
