Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist
2025-07-15,61.0,62.0,59.0,59.0,,,,0.0,0.0,0.0
2025-07-16,59.0,61.0,59.0,60.0,,,,0.1,0.0,0.1
2025-07-17,60.0,61.0,60.0,61.0,,,,0.2,0.1,0.2
2025-07-18,61.0,62.0,60.0,61.0,,,,0.3,0.1,0.2
2025-07-22,61.0,64.0,61.0,63.0,60.8,,,0.6,0.2,0.4
2025-07-23,64.0,65.0,63.0,65.0,62.0,,,0.9,0.3,0.6
2025-07-24,64.0,70.0,63.0,69.0,63.8,,,1.5,0.6,0.9
2025-07-25,68.0,76.0,67.0,75.0,66.6,,,2.4,0.9,1.5
2025-07-28,75.0,77.0,70.0,70.0,68.4,,,2.7,1.3,1.4
2025-07-29,66.0,71.0,66.0,67.0,69.2,,,2.6,1.6,1.1
2025-07-30,68.0,70.0,66.0,69.0,70.0,,,2.7,1.8,0.9
2025-07-31,67.0,71.0,67.0,71.0,70.4,,,2.9,2.0,0.9
2025-08-01,72.0,74.0,70.0,74.0,70.2,,,3.3,2.3,1.0
2025-08-04,74.0,75.0,72.0,74.0,71.0,,,3.6,2.5,1.0
2025-08-05,74.0,74.0,70.0,71.0,71.8,,,3.5,2.7,0.7
2025-08-06,70.0,71.0,69.0,71.0,72.2,,,3.4,2.9,0.5
2025-08-07,71.0,74.0,70.0,73.0,72.6,,,3.4,3.0,0.4
2025-08-08,73.0,82.0,71.0,80.0,73.8,,,4.0,3.2,0.8
2025-08-12,95.0,96.0,70.0,70.0,73.0,,,3.5,3.2,0.3
2025-08-13,74.0,81.0,72.0,73.0,73.4,,,3.4,3.3,0.1
2025-08-14,73.0,73.0,70.0,70.0,73.2,,,3.0,3.2,-0.2
2025-08-15,71.0,77.0,70.0,77.0,74.0,,,3.3,3.2,0.0
2025-08-18,77.0,83.0,77.0,82.0,74.4,,,3.8,3.4,0.5
2025-08-19,82.0,91.0,81.0,87.0,77.8,,,4.6,3.6,1.0
2025-08-20,88.0,88.0,82.0,83.0,79.8,71.0,,4.8,3.8,1.0
2025-08-21,88.0,89.0,79.0,82.0,82.2,71.9,,4.9,4.1,0.8
2025-08-22,83.0,85.0,79.0,83.0,83.4,72.8,,4.9,4.2,0.7
2025-08-25,82.0,84.0,80.0,84.0,83.8,73.8,,5.0,4.4,0.6
2025-08-26,84.0,95.0,83.0,94.0,85.2,75.1,,5.8,4.7,1.1
2025-08-27,89.0,90.0,84.0,90.0,86.6,76.2,,6.1,5.0,1.1
2025-08-28,91.0,101.0,89.0,96.0,89.4,77.4,,6.7,5.3,1.4
2025-08-29,97.0,104.0,94.0,103.0,93.4,78.8,,7.6,5.8,1.9
2025-09-01,107.0,120.0,105.0,116.0,99.8,80.4,,9.3,6.5,2.8
2025-09-02,118.0,119.0,107.0,112.0,103.4,82.1,,10.2,7.2,3.0
2025-09-03,113.0,113.0,104.0,105.0,106.4,83.6,,10.2,7.8,2.4
2025-09-04,106.0,109.0,101.0,102.0,107.6,84.9,,9.9,8.2,1.7
2025-09-05,102.0,104.0,98.0,100.0,107.0,86.1,,9.4,8.5,0.9
2025-09-08,99.0,103.0,97.0,98.0,103.4,87.0,,8.7,8.5,0.2
2025-09-09,96.0,98.0,91.0,97.0,100.4,88.0,,8.0,8.4,-0.4
2025-09-10,96.0,97.0,91.0,94.0,98.2,88.9,,7.1,8.1,-1.1
2025-09-11,94.0,95.0,91.0,91.0,96.0,89.7,,6.1,7.7,-1.7
2025-09-12,94.0,94.0,89.0,91.0,94.2,90.4,,5.2,7.2,-2.0
2025-09-16,91.0,91.0,85.0,88.0,92.2,90.7,,4.2,6.6,-2.4
2025-09-17,87.0,90.0,85.0,90.0,90.8,91.5,,3.6,6.0,-2.4
2025-09-18,82.0,83.0,76.0,79.0,87.8,91.8,,2.1,5.2,-3.1
2025-09-19,81.0,88.0,80.0,86.0,86.8,92.4,,1.6,4.5,-2.9
2025-09-22,86.0,87.0,83.0,83.0,85.2,92.6,,0.8,3.8,-2.9
2025-09-24,83.0,84.0,79.0,81.0,83.8,92.6,,0.1,3.0,-2.9
2025-09-25,82.0,85.0,81.0,82.0,82.2,92.4,,-0.4,2.4,-2.7
2025-09-26,82.0,85.0,81.0,83.0,83.0,92.4,,-0.7,1.8,-2.4
2025-09-29,85.0,87.0,81.0,82.0,82.2,92.4,,-1.0,1.2,-2.2
2025-09-30,82.0,84.0,82.0,82.0,82.0,92.4,,-1.2,0.7,-1.9
2025-10-01,82.0,83.0,80.0,83.0,82.4,92.3,,-1.3,0.3,-1.6
2025-10-02,83.0,83.0,78.0,80.0,82.0,91.8,,-1.6,-0.1,-1.5
2025-10-03,81.0,87.0,81.0,87.0,82.8,91.6,,-1.3,-0.3,-0.9
2025-10-06,88.0,90.0,85.0,89.0,84.2,91.4,,-0.8,-0.4,-0.4
2025-10-07,91.0,93.0,88.0,90.0,85.8,90.8,,-0.4,-0.4,0.0
2025-10-08,90.0,91.0,86.0,87.0,86.6,89.7,,-0.3,-0.4,0.1
2025-10-09,86.0,89.0,86.0,88.0,88.2,88.7,,-0.1,-0.3,0.2
2025-10-10,88.0,88.0,85.0,86.0,88.0,88.0,,-0.1,-0.3,0.2
2025-10-14,83.0,85.0,81.0,82.0,86.6,87.2,,-0.5,-0.3,-0.1
2025-10-15,83.0,85.0,81.0,84.0,85.4,86.5,,-0.6,-0.4,-0.2
2025-10-16,84.0,84.0,82.0,83.0,84.6,85.9,,-0.7,-0.4,-0.3
2025-10-17,83.0,83.0,81.0,82.0,83.4,85.3,,-0.9,-0.5,-0.4
2025-10-20,83.0,87.0,83.0,86.0,83.4,85.0,,-0.7,-0.6,-0.2
2025-10-21,85.0,85.0,81.0,82.0,83.4,84.6,,-0.9,-0.6,-0.3
2025-10-22,83.0,85.0,83.0,84.0,83.4,84.4,,-0.9,-0.7,-0.2
2025-10-23,83.0,84.0,82.0,82.0,83.2,84.1,,-1.0,-0.7,-0.2
2025-10-24,83.0,83.0,82.0,82.0,83.2,83.8,,-1.1,-0.8,-0.3
2025-10-27,82.0,85.0,81.0,82.0,82.4,83.9,,-1.1,-0.9,-0.3
2025-10-28,81.0,83.0,80.0,81.0,82.2,83.7,,-1.2,-0.9,-0.3
2025-10-29,82.0,83.0,79.0,82.0,81.8,83.7,,-1.2,-1.0,-0.2
2025-10-30,82.0,89.0,81.0,88.0,83.0,84.0,,-0.7,-0.9,0.2
2025-10-31,87.0,88.0,85.0,87.0,84.0,84.2,,-0.4,-0.8,0.4
2025-11-04,83.0,88.0,83.0,86.0,84.8,84.3,82.6,-0.2,-0.7,0.5
2025-11-05,87.0,93.0,85.0,92.0,87.0,84.7,83.0,0.4,-0.5,0.9
2025-11-06,90.0,90.0,79.0,80.0,86.6,84.6,83.3,-0.1,-0.4,0.3
2025-11-07,81.0,81.0,79.0,79.0,84.8,84.4,83.5,-0.5,-0.4,-0.1
2025-11-10,78.0,78.0,71.0,75.0,82.4,84.2,83.7,-1.2,-0.6,-0.6
2025-11-11,75.0,77.0,74.0,76.0,80.4,83.8,83.9,-1.6,-0.8,-0.8
2025-11-12,75.0,79.0,75.0,78.0,77.6,83.4,84.0,-1.8,-1.0,-0.8
2025-11-13,78.0,79.0,77.0,77.0,77.0,82.8,84.1,-2.0,-1.2,-0.8
2025-11-14,77.0,79.0,75.0,76.0,76.4,82.4,84.2,-2.2,-1.4,-0.8
2025-11-17,76.0,77.0,74.0,75.0,76.4,81.9,84.2,-2.4,-1.6,-0.8
2025-11-18,74.0,76.0,73.0,74.0,76.0,81.4,84.3,-2.6,-1.8,-0.8
2025-11-19,74.0,74.0,73.0,73.0,75.0,81.0,84.4,-2.8,-2.0,-0.8
2025-11-20,73.0,75.0,73.0,75.0,74.6,80.7,84.4,-2.8,-2.2,-0.6
2025-11-21,74.0,75.0,73.0,74.0,74.2,80.3,84.4,-2.8,-2.3,-0.5
2025-11-25,75.0,75.0,71.0,72.0,73.6,79.9,84.4,-3.0,-2.4,-0.6
2025-11-26,72.0,75.0,72.0,72.0,73.2,79.4,84.4,-3.1,-2.6,-0.5
2025-11-27,73.0,75.0,71.0,71.0,72.8,78.9,84.4,-3.2,-2.7,-0.5
2025-11-28,71.0,74.0,71.0,74.0,72.6,78.5,84.4,-3.0,-2.8,-0.3
2025-12-01,74.0,74.0,70.0,71.0,72.0,78.1,84.3,-3.1,-2.8,-0.2
2025-12-02,70.0,71.0,67.0,67.0,71.0,77.5,84.3,-3.4,-2.9,-0.5
2025-12-03,69.0,69.0,65.0,66.0,69.8,76.8,84.2,-3.7,-3.1,-0.6
2025-12-04,66.0,68.0,65.0,66.0,68.8,76.2,84.1,-3.9,-3.2,-0.6
2025-12-05,66.0,68.0,65.0,66.0,67.2,75.6,84.0,-4.0,-3.4,-0.6
2025-12-08,66.0,67.0,63.0,63.0,65.6,74.6,83.7,-4.3,-3.6,-0.7
2025-12-09,63.0,64.0,62.0,63.0,64.8,73.6,83.4,-4.4,-3.7,-0.7
2025-12-10,65.0,67.0,62.0,64.0,64.4,72.8,83.1,-4.4,-3.9,-0.6
2025-12-11,64.0,64.0,61.0,62.0,63.6,71.6,82.9,-4.6,-4.0,-0.5
2025-12-12,61.0,62.0,60.0,60.0,62.4,70.8,82.6,-4.7,-4.2,-0.6
2025-12-15,60.0,63.0,60.0,62.0,62.2,70.1,82.3,-4.7,-4.3,-0.4
2025-12-16,59.0,60.0,58.0,59.0,61.4,69.4,81.8,-4.8,-4.4,-0.4
2025-12-17,60.0,60.0,58.0,58.0,60.2,68.7,81.4,-5.0,-4.5,-0.5
2025-12-18,58.0,59.0,58.0,59.0,59.6,68.0,80.9,-4.9,-4.6,-0.3
2025-12-19,59.0,60.0,58.0,59.0,59.4,67.2,80.3,-4.8,-4.6,-0.2
2025-12-22,59.0,59.0,56.0,56.0,58.2,66.4,79.5,-5.0,-4.7,-0.3
2025-12-23,56.0,62.0,56.0,62.0,58.8,65.9,78.8,-4.5,-4.7,0.1
