Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist
2025-07-14,740.0,778.0,738.0,760.0,,,,0.0,0.0,0.0
2025-07-15,762.0,770.0,748.0,755.0,,,,-0.4,-0.1,-0.3
2025-07-16,745.0,745.0,711.0,714.0,,,,-4.0,-0.9,-3.1
2025-07-17,702.0,717.0,700.0,703.0,,,,-7.6,-2.2,-5.4
2025-07-18,706.0,718.0,695.0,716.0,729.6,,,-9.3,-3.6,-5.7
2025-07-22,723.0,730.0,712.0,723.0,722.2,,,-10.0,-4.9,-5.1
2025-07-23,729.0,743.0,726.0,742.0,719.6,,,-8.9,-5.7,-3.2
2025-07-24,756.0,756.0,736.0,739.0,724.6,,,-8.2,-6.2,-2.0
2025-07-25,735.0,746.0,727.0,734.0,730.8,,,-8.0,-6.6,-1.4
2025-07-28,731.0,750.0,726.0,750.0,737.6,,,-6.4,-6.5,0.1
2025-07-29,739.0,742.0,721.0,724.0,737.8,,,-7.2,-6.7,-0.5
2025-07-30,716.0,724.0,706.0,724.0,734.2,,,-7.7,-6.9,-0.8
2025-07-31,720.0,721.0,709.0,711.0,728.6,,,-9.0,-7.3,-1.7
2025-08-01,701.0,729.0,691.0,726.0,727.0,,,-8.8,-7.6,-1.2
2025-08-04,714.0,726.0,713.0,723.0,721.6,,,-8.8,-7.8,-0.9
2025-08-05,726.0,749.0,723.0,739.0,724.6,,,-7.4,-7.7,0.4
2025-08-06,736.0,748.0,734.0,748.0,729.4,,,-5.4,-7.3,1.8
2025-08-07,743.0,744.0,724.0,741.0,735.4,,,-4.4,-6.7,2.3
2025-08-08,812.0,846.0,805.0,806.0,751.4,,,1.6,-5.1,6.6
2025-08-12,814.0,826.0,778.0,792.0,765.2,,,5.2,-3.0,8.2
2025-08-13,800.0,824.0,788.0,793.0,776.0,,,8.0,-0.8,8.8
2025-08-14,797.0,808.0,786.0,790.0,784.4,,,9.9,1.3,8.5
2025-08-15,800.0,828.0,800.0,824.0,801.0,,,13.9,3.8,10.1
2025-08-18,835.0,838.0,812.0,816.0,803.0,,,16.3,6.3,10.0
2025-08-19,812.0,828.0,806.0,826.0,809.8,752.8,,18.8,8.8,10.0
2025-08-20,827.0,856.0,818.0,846.0,820.4,756.2,,22.2,11.5,10.7
2025-08-21,846.0,852.0,836.0,850.0,832.4,760.0,,24.8,14.2,10.7
2025-08-22,846.0,877.0,840.0,874.0,842.4,766.4,,28.6,17.0,11.5
2025-08-25,904.0,909.0,860.0,868.0,852.8,773.0,,30.7,19.8,10.9
2025-08-26,868.0,868.0,839.0,846.0,856.8,778.2,,30.2,21.9,8.4
2025-08-27,888.0,914.0,875.0,894.0,866.4,785.0,,33.4,24.2,9.2
2025-08-28,888.0,938.0,865.0,876.0,871.6,790.4,,34.0,26.1,7.9
2025-08-29,869.0,872.0,853.0,855.0,867.8,795.0,,32.4,27.4,5.1
2025-09-01,854.0,882.0,851.0,861.0,866.4,800.1,,31.3,28.2,3.1
2025-09-02,865.0,882.0,855.0,858.0,868.8,804.4,,29.9,28.5,1.3
2025-09-03,873.0,895.0,837.0,844.0,858.8,809.2,,27.3,28.3,-1.0
2025-09-04,843.0,894.0,837.0,889.0,861.4,815.8,,28.5,28.3,0.2
2025-09-05,885.0,899.0,881.0,894.0,869.2,823.2,,29.5,28.6,1.0
2025-09-08,950.0,953.0,912.0,953.0,887.6,832.2,,34.7,29.8,4.9
2025-09-09,951.0,967.0,933.0,942.0,904.4,841.0,,37.5,31.3,6.2
2025-09-10,940.0,940.0,907.0,913.0,918.2,848.0,,37.0,32.5,4.5
2025-09-11,928.0,938.0,902.0,907.0,921.8,854.3,,35.6,33.1,2.5
2025-09-12,908.0,962.0,900.0,952.0,933.4,862.8,,37.8,34.0,3.7
2025-09-16,980.0,1025.0,962.0,991.0,941.0,870.2,,42.1,35.6,6.5
2025-09-17,982.0,983.0,944.0,952.0,943.0,876.6,,41.9,36.9,5.0
2025-09-18,958.0,975.0,932.0,970.0,954.4,883.6,,42.8,38.1,4.7
2025-09-19,979.0,987.0,942.0,987.0,970.4,891.5,,44.3,39.3,5.0
2025-09-22,996.0,998.0,958.0,962.0,972.4,897.0,,42.9,40.0,2.9
2025-09-24,965.0,965.0,938.0,951.0,964.4,902.4,,40.6,40.1,0.4
2025-09-25,959.0,999.0,948.0,999.0,973.8,909.4,,42.0,40.5,1.5
2025-09-26,996.0,998.0,964.0,969.0,973.6,914.3,,40.3,40.5,-0.1
2025-09-29,979.0,986.0,937.0,948.0,965.8,918.2,,36.9,39.8,-2.9
2025-09-30,940.0,945.0,925.0,941.0,961.6,920.9,,33.2,38.4,-5.3
2025-10-01,930.0,933.0,897.0,899.0,951.2,922.1,,26.5,36.1,-9.5
2025-10-02,897.0,905.0,884.0,895.0,930.4,924.1,,20.7,33.0,-12.3
2025-10-03,899.0,952.0,896.0,952.0,927.0,926.4,,20.5,30.5,-10.0
2025-10-06,862.0,862.0,805.0,840.0,905.4,925.0,,11.1,26.6,-15.5
2025-10-07,850.0,890.0,841.0,874.0,892.0,925.7,,6.4,22.6,-16.2
2025-10-08,861.0,884.0,856.0,864.0,885.0,925.8,,1.8,18.4,-16.6
2025-10-09,872.0,908.0,866.0,905.0,887.0,927.7,,1.4,15.0,-13.6
2025-10-10,906.0,908.0,873.0,876.0,871.8,929.0,,-1.2,11.8,-12.9
2025-10-14,863.0,893.0,854.0,883.0,880.4,928.8,,-2.6,8.9,-11.5
2025-10-15,891.0,943.0,889.0,940.0,893.6,930.6,,0.8,7.3,-6.5
2025-10-16,954.0,965.0,939.0,965.0,913.8,931.1,,5.5,6.9,-1.4
2025-10-17,950.0,951.0,913.0,915.0,915.8,930.0,,5.1,6.6,-1.5
2025-10-20,930.0,931.0,913.0,921.0,924.8,930.3,,5.2,6.3,-1.1
2025-10-21,927.0,940.0,910.0,918.0,931.8,930.8,,5.0,6.0,-1.0
2025-10-22,905.0,913.0,894.0,899.0,923.6,928.6,,3.3,5.5,-2.2
2025-10-23,885.0,898.0,878.0,882.0,907.0,924.3,,0.5,4.5,-4.0
2025-10-24,871.0,875.0,850.0,865.0,897.0,920.8,,-3.0,3.0,-6.0
2025-10-27,868.0,879.0,861.0,865.0,885.8,916.6,,-5.7,1.2,-7.0
