Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist
2025-07-15,568.0,568.0,554.0,558.0,,,,0.0,0.0,0.0
2025-07-16,564.0,566.0,555.0,555.0,,,,-0.2,-0.0,-0.2
2025-07-17,555.0,574.0,555.0,568.0,,,,0.6,0.1,0.5
2025-07-18,570.0,592.0,561.0,561.0,,,,0.7,0.2,0.5
2025-07-22,563.0,567.0,554.0,555.0,559.4,,,0.3,0.2,0.1
2025-07-23,559.0,572.0,557.0,570.0,561.8,,,1.2,0.4,0.8
2025-07-24,570.0,585.0,570.0,575.0,565.8,,,2.3,0.8,1.5
2025-07-25,574.0,580.0,567.0,580.0,568.2,,,3.5,1.3,2.1
2025-07-28,580.0,589.0,575.0,584.0,572.8,,,4.7,2.0,2.7
2025-07-29,578.0,578.0,570.0,571.0,576.0,,,4.6,2.5,2.1
2025-07-30,575.0,582.0,560.0,577.0,577.4,,,4.9,3.0,1.9
2025-07-31,580.0,587.0,580.0,586.0,579.6,,,5.8,3.6,2.3
2025-08-01,585.0,591.0,577.0,586.0,580.8,,,6.5,4.1,2.3
2025-08-04,578.0,589.0,577.0,585.0,581.0,,,6.8,4.7,2.2
2025-08-05,585.0,601.0,585.0,594.0,585.6,,,7.7,5.3,2.5
2025-08-06,593.0,604.0,593.0,600.0,590.2,,,8.9,6.0,2.9
2025-08-07,610.0,610.0,599.0,609.0,594.8,,,10.3,6.9,3.5
2025-08-08,613.0,613.0,596.0,597.0,597.0,,,10.4,7.6,2.9
2025-08-12,597.0,608.0,597.0,599.0,599.8,,,10.5,8.2,2.4
2025-08-13,602.0,602.0,590.0,596.0,600.2,,,10.3,8.6,1.7
2025-08-14,506.0,524.0,496.0,515.0,583.2,,,3.5,7.6,-4.1
2025-08-15,517.0,532.0,515.0,532.0,567.8,,,-0.5,6.0,-6.5
2025-08-18,532.0,543.0,526.0,528.0,554.0,,,-4.0,4.0,-7.9
2025-08-19,530.0,530.0,518.0,528.0,539.8,,,-6.6,1.8,-8.5
2025-08-20,525.0,526.0,517.0,521.0,524.8,569.2,,-9.2,-0.4,-8.8
2025-08-21,521.0,529.0,516.0,524.0,526.6,567.8,,-10.9,-2.5,-8.4
2025-08-22,520.0,534.0,520.0,527.0,525.6,566.7,,-11.8,-4.3,-7.5
2025-08-25,530.0,540.0,530.0,530.0,526.0,565.2,,-12.2,-5.9,-6.3
2025-08-26,530.0,534.0,516.0,519.0,524.2,563.5,,-13.2,-7.4,-5.8
2025-08-27,520.0,522.0,505.0,508.0,521.6,561.6,,-14.7,-8.8,-5.9
2025-08-28,507.0,511.0,502.0,509.0,518.6,559.2,,-15.7,-10.2,-5.5
2025-08-29,512.0,518.0,508.0,512.0,515.6,556.7,,-16.0,-11.4,-4.6
2025-09-01,508.0,508.0,498.0,500.0,509.6,553.5,,-17.0,-12.5,-4.5
2025-09-02,497.0,500.0,491.0,496.0,505.0,550.0,,-18.0,-13.6,-4.4
2025-09-03,499.0,499.0,490.0,491.0,501.6,546.8,,-18.9,-14.6,-4.2
2025-09-04,491.0,491.0,477.0,478.0,495.4,542.8,,-20.4,-15.8,-4.6
2025-09-05,480.0,486.0,470.0,470.0,487.0,538.2,,-22.1,-17.1,-5.0
2025-09-08,477.0,487.0,475.0,487.0,484.4,534.2,,-21.7,-18.0,-3.7
2025-09-09,491.0,491.0,479.0,485.0,482.2,530.2,,-21.4,-18.7,-2.7
2025-09-10,487.0,565.0,477.0,565.0,497.0,529.0,,-14.5,-17.8,3.4
2025-09-11,560.0,578.0,520.0,529.0,507.2,526.2,,-11.8,-16.6,4.9
2025-09-12,533.0,540.0,509.0,517.0,516.6,522.5,,-10.5,-15.4,4.9
2025-09-16,517.0,554.0,517.0,549.0,529.0,520.6,,-6.8,-13.7,6.9
2025-09-17,550.0,556.0,538.0,538.0,539.6,518.2,,-4.7,-11.9,7.2
2025-09-18,548.0,557.0,540.0,550.0,536.6,516.3,,-2.0,-9.9,7.9
2025-09-19,555.0,568.0,543.0,566.0,544.0,518.4,,1.3,-7.7,9.0
2025-09-22,568.0,568.0,551.0,551.0,550.8,519.1,,2.8,-5.6,8.3
2025-09-24,552.0,553.0,530.0,535.0,548.0,519.4,,2.6,-3.9,6.5
2025-09-25,536.0,552.0,536.0,550.0,550.4,520.3,,3.6,-2.4,6.0
2025-09-26,551.0,552.0,528.0,529.0,546.2,520.6,,2.7,-1.4,4.1
2025-09-29,539.0,539.0,526.0,526.0,538.2,520.7,,1.7,-0.8,2.5
2025-09-30,528.0,528.0,520.0,520.0,532.0,520.4,,0.4,-0.5,1.0
2025-10-01,520.0,520.0,498.0,500.0,525.0,519.2,,-2.2,-0.9,-1.3
2025-10-02,503.0,510.0,491.0,498.0,514.6,518.4,,-4.3,-1.6,-2.8
2025-10-03,497.0,508.0,495.0,498.0,508.4,518.0,,-6.0,-2.5,-3.5
2025-10-06,507.0,507.0,495.0,497.0,502.6,517.5,,-7.3,-3.4,-3.9
2025-10-07,495.0,499.0,488.0,490.0,496.6,516.6,,-8.8,-4.5,-4.3
2025-10-08,489.0,493.0,485.0,485.0,493.6,516.0,,-10.3,-5.7,-4.6
2025-10-09,487.0,497.0,485.0,493.0,492.6,515.9,,-10.7,-6.7,-4.0
2025-10-10,490.0,497.0,486.0,487.0,490.4,515.7,,-11.3,-7.6,-3.7
2025-10-14,501.0,555.0,498.0,546.0,500.2,518.4,,-7.0,-7.5,0.5
2025-10-15,543.0,646.0,517.0,581.0,518.4,522.9,,-0.8,-6.1,5.4
2025-10-16,571.0,574.0,520.0,522.0,525.8,524.3,,-0.6,-5.0,4.5
2025-10-17,514.0,515.0,491.0,491.0,525.4,524.5,,-2.9,-4.6,1.7
2025-10-20,503.0,508.0,495.0,503.0,528.6,522.0,,-3.7,-4.4,0.7
2025-10-21,513.0,519.0,503.0,505.0,520.4,521.1,,-4.1,-4.4,0.2
2025-10-22,504.0,522.0,500.0,518.0,507.8,521.1,,-3.4,-4.2,0.8
2025-10-23,519.0,526.0,504.0,515.0,506.4,519.8,,-3.0,-3.9,0.9
2025-10-24,515.0,518.0,501.0,502.0,508.6,518.3,,-3.7,-3.9,0.2
2025-10-27,508.0,519.0,508.0,513.0,510.6,516.8,,-3.4,-3.8,0.4
2025-10-28,514.0,544.0,508.0,532.0,516.0,515.5,,-1.5,-3.3,1.8
2025-10-29,548.0,560.0,526.0,556.0,523.6,515.7,,1.8,-2.3,4.2
2025-10-30,546.0,546.0,502.0,527.0,526.0,515.4,,2.2,-1.4,3.6
2025-10-31,527.0,540.0,515.0,515.0,528.6,514.0,,1.4,-0.8,2.3
2025-11-04,508.0,526.0,507.0,522.0,530.4,513.7,534.5,1.4,-0.4,1.8
2025-11-05,512.0,516.0,489.0,513.0,526.6,513.2,533.9,0.6,-0.2,0.8
2025-11-06,513.0,519.0,507.0,509.0,517.2,512.7,533.3,-0.3,-0.2,-0.1
2025-11-07,504.0,504.0,497.0,502.0,512.2,512.8,532.4,-1.6,-0.5,-1.1
2025-11-10,503.0,520.0,503.0,516.0,512.4,513.5,531.8,-1.4,-0.7,-0.8
