Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MA_Signal,MACD,MACD_Signal,MACD_Hist,ATR,Is_Weekly_Up
2025-10-21,911.0,915.0,815.0,835.0,,,,,0.0,0.0,0.0,,False
2025-10-22,830.0,845.0,820.0,830.0,,,,,-0.4,-0.1,-0.3,,False
2025-10-23,800.0,804.0,782.0,785.0,,,,,-4.3,-0.9,-3.4,,False
2025-10-24,811.0,832.0,794.0,805.0,,,,,-5.7,-1.9,-3.8,,False
2025-10-27,838.0,854.0,823.0,835.0,818.0,,,,-4.4,-2.4,-2.0,,False
2025-10-28,831.0,838.0,795.0,800.0,811.0,,,,-6.0,-3.1,-2.9,,False
2025-10-29,809.0,809.0,728.0,730.0,791.0,,,,-12.9,-5.1,-7.8,,False
2025-10-30,723.0,767.0,720.0,765.0,787.0,,,,-15.3,-7.1,-8.2,,False
2025-10-31,765.0,777.0,736.0,741.0,774.2,,,,-18.9,-9.5,-9.4,,False
2025-11-04,756.0,765.0,740.0,750.0,757.2,,,,-20.8,-11.7,-9.1,,False
2025-11-05,726.0,740.0,698.0,728.0,742.8,,,,-23.8,-14.2,-9.7,,False
2025-11-06,743.0,766.0,741.0,746.0,746.0,,,,-24.5,-16.2,-8.3,,False
2025-11-07,745.0,752.0,722.0,737.0,740.4,,,,-25.4,-18.1,-7.4,,False
2025-11-10,752.0,764.0,742.0,750.0,742.2,,,,-24.9,-19.4,-5.4,46.6,False
2025-11-11,760.0,760.0,740.0,750.0,742.2,,,,-24.1,-20.4,-3.8,40.9,False
2025-11-12,743.0,757.0,733.0,757.0,748.0,,,,-22.7,-20.8,-1.9,40.9,False
2025-11-13,751.0,757.0,735.0,742.0,747.2,,,,-22.5,-21.2,-1.4,39.0,False
2025-11-14,729.0,737.0,726.0,732.0,746.2,,,,-23.0,-21.5,-1.4,36.8,False
2025-11-17,730.0,730.0,702.0,706.0,737.4,,,,-25.1,-22.2,-2.8,35.4,False
2025-11-18,698.0,703.0,674.0,678.0,723.0,,,,-28.7,-23.5,-5.2,34.6,False
2025-11-19,684.0,687.0,660.0,665.0,704.6,,,,-32.3,-25.3,-7.0,30.8,False
2025-11-20,678.0,700.0,672.0,694.0,695.0,,,,-32.3,-26.7,-5.7,29.9,False
2025-11-21,671.0,691.0,670.0,680.0,684.6,,,,-33.2,-28.0,-5.2,28.7,False
2025-11-25,689.0,689.0,661.0,669.0,677.2,,,,-34.3,-29.3,-5.1,28.9,False
2025-11-26,673.0,684.0,667.0,676.0,676.8,743.4,,,-34.3,-30.3,-4.0,26.4,False
2025-11-27,694.0,707.0,688.0,688.0,681.4,737.6,,,-32.9,-30.8,-2.1,25.9,False
2025-11-28,689.0,703.0,687.0,699.0,682.4,732.3,,,-30.5,-30.7,0.2,24.9,False
2025-12-01,700.0,706.0,668.0,668.0,680.0,727.6,,,-30.8,-30.8,-0.1,25.7,False
2025-12-02,669.0,672.0,650.0,650.0,676.2,721.4,,,-32.1,-31.0,-1.1,25.9,False
2025-12-03,653.0,660.0,645.0,646.0,670.2,713.9,,,-33.1,-31.4,-1.7,25.2,False
2025-12-04,645.0,653.0,637.0,649.0,662.4,707.8,,,-33.3,-31.8,-1.5,24.8,False
2025-12-05,653.0,661.0,648.0,655.0,653.6,704.8,,,-32.5,-32.0,-0.6,24.6,False
2025-12-08,658.0,661.0,648.0,652.0,650.4,700.3,,,-31.8,-31.9,0.1,23.4,False
2025-12-09,658.0,661.0,643.0,647.0,649.8,696.6,,,-31.3,-31.8,0.5,22.4,False
2025-12-10,646.0,653.0,641.0,646.0,649.8,692.4,,,-30.6,-31.6,0.9,21.3,False
2025-12-11,656.0,658.0,640.0,644.0,648.8,689.0,,,-29.9,-31.2,1.3,20.1,False
2025-12-12,640.0,645.0,631.0,634.0,644.6,684.6,,,-29.8,-30.9,1.2,19.4,False
2025-12-15,616.0,638.0,612.0,636.0,641.4,680.5,,,-29.2,-30.6,1.4,19.2,False
2025-12-16,630.0,632.0,604.0,605.0,633.0,674.7,,,-30.9,-30.7,-0.2,20.3,False
2025-12-17,606.0,609.0,580.0,592.0,622.2,668.4,,,-32.9,-31.1,-1.8,20.1,False
2025-12-18,582.0,587.0,575.0,584.0,610.2,661.5,,,-34.7,-31.8,-2.9,20.2,False
2025-12-19,590.0,623.0,585.0,615.0,606.4,656.4,,,-33.3,-32.1,-1.2,20.3,False
2025-12-22,629.0,649.0,626.0,646.0,608.4,653.0,,,-29.3,-31.5,2.2,21.1,False
2025-12-23,638.0,669.0,636.0,650.0,617.4,650.7,,,-25.5,-30.3,4.8,22.4,False
2025-12-24,660.0,692.0,656.0,677.0,634.4,650.7,,,-20.1,-28.3,8.2,24.3,False
2025-12-25,677.0,677.0,652.0,659.0,649.4,650.4,,,-17.1,-26.1,9.0,25.1,False
2025-12-26,659.0,668.0,655.0,662.0,658.8,649.2,,,-14.3,-23.7,9.4,25.1,False
2025-12-29,665.0,685.0,652.0,664.0,662.4,648.5,,,-11.8,-21.3,9.5,26.2,False
2025-12-30,668.0,669.0,653.0,658.0,664.0,648.1,,,-10.2,-19.1,8.9,26.5,False
2026-01-05,674.0,707.0,670.0,691.0,666.8,648.7,,,-6.1,-16.5,10.4,28.7,False
2026-01-06,712.0,732.0,702.0,727.0,680.4,650.2,,,-0.1,-13.2,13.2,30.6,False
2026-01-07,739.0,744.0,695.0,703.0,688.6,650.4,,,2.8,-10.0,12.8,32.3,False
2026-01-08,704.0,728.0,697.0,718.0,699.4,652.4,,,6.2,-6.8,13.0,32.2,False
2026-01-09,797.0,812.0,756.0,769.0,721.6,657.2,,,12.9,-2.8,15.7,36.9,False
2026-01-13,825.0,870.0,810.0,839.0,751.2,664.9,,,23.5,2.4,21.1,42.9,False
2026-01-14,810.0,820.0,783.0,794.0,764.6,670.7,,,28.0,7.6,20.5,44.1,False
2026-01-15,784.0,835.0,783.0,829.0,789.8,677.6,,,34.0,12.9,21.2,45.4,False
2026-01-16,903.0,963.0,894.0,929.0,832.0,688.7,,,46.3,19.5,26.8,52.6,False
2026-01-19,905.0,1070.0,882.0,1028.0,883.8,704.0,,,63.3,28.3,35.0,63.0,False
2026-01-20,1002.0,1016.0,940.0,976.0,911.2,717.2,,,71.8,37.0,34.8,67.5,False
2026-01-21,916.0,972.0,910.0,941.0,940.6,729.0,,,74.8,44.5,30.2,71.3,False
2026-01-22,951.0,966.0,910.0,921.0,959.0,740.5,,,74.7,50.6,24.1,72.9,False
2026-01-23,915.0,975.0,911.0,942.0,961.6,752.8,,,75.4,55.5,19.9,76.4,False
2026-01-26,933.0,979.0,923.0,956.0,947.2,766.8,,,76.3,59.7,16.6,76.9,False
2026-01-27,965.0,1011.0,950.0,1005.0,953.0,783.3,,,80.0,63.7,16.2,78.3,False
2026-01-28,1006.0,1030.0,971.0,1007.0,966.2,800.2,,,82.1,67.4,14.7,79.0,False
2026-01-29,1035.0,1098.0,1015.0,1085.0,999.0,819.0,,,89.1,71.8,17.3,83.3,False
2026-01-30,1060.0,1117.0,1051.0,1084.0,1027.4,836.6,,,93.5,76.1,17.4,81.3,False
2026-02-02,1105.0,1140.0,1076.0,1084.0,1053.0,853.9,,,95.8,80.0,15.8,78.6,False
2026-02-03,1099.0,1118.0,1028.0,1112.0,1074.4,871.3,,,98.8,83.8,15.0,81.1,False
2026-02-04,1109.0,1169.0,1087.0,1157.0,1104.4,891.2,,,103.6,87.8,15.9,83.2,False
2026-02-05,1081.0,1140.0,1030.0,1039.0,1095.2,906.3,,,96.8,89.6,7.2,82.7,False
2026-02-06,1034.0,1146.0,993.0,1143.0,1107.0,925.5,,,98.6,91.4,7.2,80.2,False
2026-02-09,1194.0,1194.0,1091.0,1100.0,1110.2,943.2,,,95.5,92.2,3.3,81.3,False
2026-02-10,1101.0,1133.0,1086.0,1121.0,1112.0,960.4,784.2,784.2,93.7,92.5,1.2,79.9,False
2026-02-12,1100.0,1108.0,1038.0,1045.0,1089.6,973.1,787.0,787.0,85.1,91.0,-5.9,81.9,True
2026-02-13,1032.0,1066.0,1000.0,1026.0,1087.0,986.0,789.6,789.6,75.9,88.0,-12.1,82.0,True
2026-02-16,1013.0,1062.0,1009.0,1056.0,1069.6,999.5,793.2,793.2,70.2,84.4,-14.2,81.8,True
2026-02-17,1045.0,1050.0,996.0,1020.0,1053.6,1009.6,796.1,796.1,62.1,79.9,-17.9,81.7,True
2026-02-18,1037.0,1083.0,1015.0,1035.0,1036.4,1017.4,798.7,798.7,56.2,75.2,-19.0,82.4,True
2026-02-19,1021.0,1043.0,1004.0,1011.0,1029.6,1026.1,801.5,801.5,49.0,70.0,-20.9,78.6,True
2026-02-20,1003.0,1027.0,996.0,1019.0,1028.2,1033.7,805.4,805.4,43.5,64.7,-21.2,76.1,True
2026-02-24,1030.0,1044.0,943.0,955.0,1008.0,1034.7,807.9,807.9,33.6,58.4,-24.9,78.8,True
2026-02-25,950.0,975.0,942.0,948.0,993.6,1031.5,810.7,810.7,24.8,51.7,-26.9,74.7,True
2026-02-26,963.0,1006.0,952.0,992.0,985.0,1032.2,813.9,813.9,21.2,45.6,-24.4,73.0,True
2026-02-27,1031.0,1062.0,991.0,1050.0,992.8,1036.5,818.2,818.2,22.8,41.1,-18.3,69.0,True
2026-03-02,1008.0,1089.0,1002.0,1069.0,1002.8,1042.4,822.5,822.5,25.3,37.9,-12.6,64.3,True
2026-03-03,1080.0,1120.0,1018.0,1020.0,1015.8,1045.6,826.3,826.3,23.0,34.9,-11.9,64.2,True
2026-03-04,996.0,1022.0,909.0,923.0,1010.8,1044.2,828.6,828.6,13.2,30.6,-17.3,68.9,True
2026-03-05,987.0,1029.0,975.0,1010.0,1014.4,1044.4,832.1,832.1,12.4,26.9,-14.6,70.6,True
2026-03-06,980.0,1025.0,979.0,1006.0,1005.6,1044.4,835.4,835.4,11.2,23.8,-12.6,69.1,True
2026-03-09,947.0,961.0,896.0,947.0,981.2,1038.9,838.1,838.1,5.5,20.1,-14.6,73.2,True
2026-03-10,971.0,1007.0,963.0,1001.0,977.4,1035.6,841.7,841.7,5.3,17.2,-11.9,73.2,True
2026-03-11,1009.0,1048.0,997.0,1026.0,998.0,1033.2,846.0,846.0,7.0,15.1,-8.1,72.0,True
