Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist
2025-07-14,1498.0,1539.0,1490.0,1535.5,,,,0.0,0.0,0.0
2025-07-15,1542.5,1566.0,1508.0,1547.0,,,,0.9,0.2,0.7
2025-07-16,1538.5,1576.5,1516.0,1559.5,,,,2.6,0.7,2.0
2025-07-17,1575.0,1644.0,1567.5,1626.0,,,,9.2,2.4,6.9
2025-07-18,1636.0,1644.5,1571.0,1613.5,1576.3,,,13.3,4.6,8.7
2025-07-22,1627.0,1652.0,1607.0,1618.0,1592.8,,,16.7,7.0,9.7
2025-07-23,1611.0,1634.0,1547.0,1592.0,1601.8,,,17.1,9.0,8.1
2025-07-24,1592.0,1619.0,1542.0,1610.0,1611.9,,,18.7,11.0,7.7
2025-07-25,1630.0,1632.5,1569.0,1572.0,1601.1,,,16.6,12.1,4.6
2025-07-28,1593.5,1598.0,1555.0,1565.5,1591.5,,,14.3,12.5,1.8
2025-07-29,1556.5,1576.0,1549.0,1572.0,1582.3,,,12.9,12.6,0.3
2025-07-30,1578.0,1578.5,1545.5,1571.5,1578.2,,,11.6,12.4,-0.8
2025-07-31,1571.5,1618.0,1570.0,1602.5,1576.7,,,12.9,12.5,0.4
2025-08-01,1603.0,1637.0,1589.0,1613.0,1584.9,,,14.6,12.9,1.7
2025-08-04,1573.0,1613.0,1560.0,1612.0,1594.2,,,15.7,13.5,2.2
2025-08-05,1649.0,1676.0,1634.0,1641.5,1608.1,,,18.7,14.5,4.2
2025-08-06,1624.0,1651.0,1620.0,1641.0,1622.0,,,20.9,15.8,5.1
2025-08-07,1645.0,1703.5,1631.5,1696.5,1640.8,,,26.7,18.0,8.7
2025-08-08,1703.0,1711.0,1662.5,1665.0,1651.2,,,28.5,20.1,8.4
2025-08-12,1650.5,1669.5,1604.5,1613.0,1651.4,,,25.4,21.1,4.3
2025-08-13,1642.0,1657.5,1612.5,1622.0,1647.5,,,23.4,21.6,1.8
2025-08-14,1601.0,1617.5,1586.5,1603.0,1639.9,,,20.1,21.3,-1.2
2025-08-15,1615.0,1656.5,1609.0,1633.0,1627.2,,,19.6,21.0,-1.3
2025-08-18,1645.0,1727.0,1642.0,1672.5,1628.7,,,22.2,21.2,1.0
2025-08-19,1672.5,1683.0,1636.5,1645.5,1635.2,1609.7,,21.8,21.3,0.5
2025-08-20,1618.0,1623.5,1591.0,1598.0,1630.4,1612.2,,17.5,20.5,-3.1
2025-08-21,1586.0,1590.5,1551.5,1565.5,1622.9,1613.0,,11.3,18.7,-7.4
2025-08-22,1572.0,1589.0,1556.5,1571.0,1610.5,1613.4,,6.7,16.3,-9.6
2025-08-25,1586.0,1592.0,1556.0,1569.0,1589.8,1611.1,,2.9,13.6,-10.7
2025-08-26,1560.5,1569.0,1543.0,1563.0,1573.3,1609.1,,-0.6,10.8,-11.3
2025-08-27,1560.0,1563.0,1530.0,1533.5,1560.4,1605.7,,-5.6,7.5,-13.1
2025-08-28,1533.0,1549.5,1515.0,1542.0,1555.7,1603.7,,-8.9,4.2,-13.1
2025-08-29,1548.0,1557.0,1525.0,1530.0,1547.5,1600.5,,-12.3,0.9,-13.2
2025-09-01,1518.0,1531.5,1470.0,1475.5,1528.8,1596.7,,-19.1,-3.1,-16.0
2025-09-02,1505.0,1508.5,1454.0,1469.5,1510.1,1592.8,,-24.8,-7.4,-17.3
2025-09-03,1464.0,1469.0,1418.5,1428.0,1489.0,1587.1,,-32.2,-12.4,-19.8
2025-09-04,1427.0,1431.0,1397.0,1402.0,1461.0,1580.3,,-39.8,-17.9,-21.9
2025-09-05,1400.0,1418.0,1396.0,1412.5,1437.5,1572.7,,-44.4,-23.2,-21.2
2025-09-08,1410.0,1433.0,1405.5,1422.0,1426.8,1565.1,,-46.7,-27.9,-18.9
2025-09-09,1500.0,1505.0,1423.0,1473.5,1427.6,1559.5,,-43.9,-31.1,-12.8
2025-09-10,1471.0,1501.5,1453.5,1460.0,1434.0,1552.3,,-42.3,-33.3,-9.0
2025-09-11,1474.0,1481.5,1413.0,1422.0,1438.0,1543.5,,-43.6,-35.4,-8.2
2025-09-12,1438.0,1442.0,1406.5,1435.0,1442.5,1533.0,,-43.1,-36.9,-6.1
2025-09-16,1407.0,1424.5,1372.5,1380.5,1434.2,1521.7,,-46.5,-38.8,-7.7
2025-09-17,1379.0,1396.0,1363.5,1385.0,1416.5,1512.5,,-48.3,-40.7,-7.6
2025-09-18,1394.5,1409.5,1378.0,1407.0,1405.9,1503.9,,-47.4,-42.1,-5.4
2025-09-19,1405.0,1410.0,1349.0,1356.0,1392.7,1494.1,,-50.3,-43.7,-6.6
2025-09-22,1360.0,1363.0,1322.0,1329.5,1371.6,1481.9,,-54.0,-45.8,-8.2
2025-09-24,1301.5,1303.0,1279.0,1285.0,1352.5,1466.4,,-59.9,-48.6,-11.3
2025-09-25,1286.0,1326.0,1277.5,1310.5,1337.6,1453.0,,-61.8,-51.2,-10.6
2025-09-26,1311.0,1334.5,1307.0,1321.0,1320.4,1441.9,,-61.7,-53.3,-8.4
2025-09-29,1322.0,1332.5,1278.5,1278.5,1304.9,1430.5,,-64.4,-55.6,-8.8
2025-09-30,1285.0,1287.0,1250.0,1250.0,1289.0,1417.6,,-68.0,-58.0,-9.9
2025-10-01,1235.0,1258.5,1170.0,1179.0,1267.8,1402.0,,-75.7,-61.6,-14.1
2025-10-02,1182.0,1190.0,1127.0,1129.5,1231.6,1384.7,,-84.8,-66.2,-18.6
2025-10-03,1141.5,1174.0,1134.5,1137.0,1194.8,1368.8,,-90.4,-71.1,-19.4
2025-10-06,1189.0,1196.5,1166.5,1194.0,1177.9,1354.9,,-89.2,-74.7,-14.5
2025-10-07,1200.0,1228.0,1172.0,1202.5,1168.4,1341.8,,-86.6,-77.1,-9.5
2025-10-08,1209.5,1283.0,1201.0,1267.0,1186.0,1333.5,,-78.4,-77.3,-1.1
2025-10-09,1262.5,1334.0,1255.5,1294.0,1218.9,1326.4,,-68.9,-75.7,6.7
2025-10-10,1307.0,1320.0,1247.0,1259.5,1243.4,1319.7,,-63.5,-73.2,9.7
2025-10-14,1229.5,1284.5,1224.0,1230.0,1250.6,1312.8,,-60.8,-70.7,9.9
2025-10-15,1148.0,1261.5,1121.5,1232.5,1256.6,1305.6,,-57.9,-68.2,10.3
2025-10-16,1246.0,1273.5,1163.5,1181.0,1239.4,1296.0,,-59.0,-66.3,7.3
2025-10-17,1163.5,1174.0,1116.5,1130.5,1206.7,1282.3,,-63.2,-65.7,2.5
2025-10-20,1155.5,1172.0,1142.0,1172.0,1189.2,1270.7,,-62.5,-65.1,2.5
2025-10-21,1190.0,1198.0,1153.5,1163.5,1175.9,1260.4,,-61.9,-64.4,2.5
2025-10-22,1177.5,1188.5,1157.5,1177.5,1164.9,1250.1,,-59.7,-63.5,3.8
2025-10-23,1161.0,1185.5,1155.0,1160.0,1160.7,1241.3,,-58.6,-62.5,3.9
2025-10-24,1147.0,1161.0,1140.0,1148.5,1164.3,1231.8,,-58.0,-61.6,3.6
2025-10-27,1153.0,1196.0,1140.0,1140.0,1157.9,1221.1,,-57.5,-60.8,3.2
2025-10-28,1145.0,1145.0,1111.5,1116.5,1148.5,1211.6,,-58.4,-60.3,1.9
2025-10-29,1101.5,1105.5,1040.0,1040.0,1121.0,1200.0,,-64.5,-61.2,-3.4
2025-10-30,1048.0,1103.5,1045.0,1087.5,1106.5,1192.1,,-64.8,-61.9,-2.9
2025-10-31,1097.0,1098.0,1055.0,1066.0,1090.0,1182.3,1415.0,-66.0,-62.7,-3.3
2025-11-04,1061.5,1091.0,1052.5,1053.0,1072.6,1171.6,1408.6,-67.2,-63.6,-3.6
2025-11-05,1041.0,1074.5,1011.5,1067.5,1062.8,1163.1,1402.2,-66.2,-64.1,-2.1
2025-11-06,1063.5,1071.0,1004.0,1008.0,1056.4,1153.5,1394.8,-69.5,-65.2,-4.3
