Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MA_Signal,MACD,MACD_Signal,MACD_Hist,ATR,Is_Weekly_Up
2025-10-14,4533.9,4582.9,4386.8,4435.8,,,,,0.0,0.0,0.0,,False
2025-10-15,4435.8,4592.7,4435.8,4582.9,,,,,11.7,2.3,9.4,,False
2025-10-16,4597.6,4661.3,4538.8,4617.2,,,,,23.5,6.6,16.9,,False
2025-10-17,4592.7,4592.7,4509.4,4514.3,,,,,24.3,10.1,14.2,,False
2025-10-20,4543.7,4720.1,4524.1,4666.2,4563.3,,,,36.7,15.4,21.3,,False
2025-10-21,4666.2,4705.4,4641.7,4690.7,4614.3,,,,48.0,22.0,26.1,,False
2025-10-22,4754.4,4896.6,4685.8,4872.1,4672.1,,,,70.8,31.7,39.0,,False
2025-10-23,4862.3,4862.3,4729.9,4774.0,4703.5,,,,80.0,41.4,38.6,,False
2025-10-24,4764.2,4828.0,4764.2,4803.4,4761.3,,,,88.6,50.8,37.8,,False
2025-10-27,4828.0,4921.1,4818.2,4901.5,4808.3,,,,102.2,61.1,41.1,,False
2025-10-28,4901.5,4901.5,4764.2,4769.1,4824.0,,,,101.1,69.1,32.0,,False
2025-10-29,4774.0,4788.7,4680.9,4685.8,4786.8,,,,92.5,73.8,18.7,,False
2025-10-30,4676.0,4754.4,4676.0,4710.3,4774.0,,,,86.6,76.3,10.3,,False
2025-10-31,4705.4,4744.6,4676.0,4710.3,4755.4,,,,81.0,77.3,3.7,127.1,False
2025-11-04,4695.6,4788.7,4685.8,4764.2,4728.0,,,,80.0,77.8,2.2,120.4,False
2025-11-05,4676.0,4705.4,4386.8,4578.0,4689.7,,,,63.5,75.0,-11.5,136.2,False
2025-11-06,4578.0,4720.1,4529.0,4705.4,4693.7,,,,59.9,72.0,-12.0,141.1,False
2025-11-07,4411.3,4430.9,4249.6,4303.5,4612.3,,,,24.4,62.5,-38.0,166.0,False
2025-11-10,4328.0,4391.7,4308.4,4377.0,4545.6,,,,2.2,50.4,-48.2,157.5,False
