Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MACD,MACD_Signal,MACD_Hist
2025-07-15,392.0,394.9,385.1,386.1,,,,0.0,0.0,0.0
2025-07-16,386.1,390.0,385.1,387.0,,,,0.1,0.0,0.1
2025-07-17,390.0,400.8,389.0,393.0,,,,0.6,0.1,0.5
2025-07-18,394.9,395.9,386.1,387.0,,,,0.5,0.2,0.3
2025-07-22,390.0,390.0,385.1,387.0,388.0,,,0.5,0.3,0.2
2025-07-23,389.0,392.0,388.0,390.0,388.8,,,0.7,0.4,0.3
2025-07-24,392.0,393.9,386.1,387.0,388.8,,,0.6,0.4,0.2
2025-07-25,390.0,392.0,386.1,387.0,387.6,,,0.5,0.4,0.1
2025-07-28,387.0,391.0,386.1,390.0,388.2,,,0.7,0.5,0.2
2025-07-29,388.0,391.0,385.1,389.0,388.6,,,0.7,0.5,0.2
2025-07-30,386.1,391.0,386.1,390.0,388.6,,,0.8,0.6,0.2
2025-07-31,397.9,399.8,394.9,395.9,390.4,,,1.4,0.7,0.6
2025-08-01,396.9,397.9,394.9,395.9,392.2,,,1.8,0.9,0.8
2025-08-04,395.9,397.9,393.0,393.9,393.0,,,1.9,1.1,0.8
2025-08-05,394.9,401.8,393.9,398.9,394.9,,,2.4,1.4,1.0
2025-08-06,391.0,391.0,382.1,386.1,394.1,,,1.7,1.5,0.3
2025-08-07,386.1,387.0,373.3,373.3,389.6,,,0.2,1.2,-1.0
2025-08-08,378.2,390.0,375.2,387.0,387.8,,,0.0,1.0,-0.9
2025-08-12,389.0,393.0,387.0,388.0,386.7,,,0.0,0.8,-0.8
2025-08-13,388.0,393.9,387.0,392.0,385.3,,,0.3,0.7,-0.4
2025-08-14,392.0,400.8,392.0,395.9,387.2,,,0.9,0.7,0.1
2025-08-15,397.9,397.9,389.0,389.0,390.4,,,0.7,0.7,0.0
2025-08-18,396.9,402.8,393.9,397.9,392.6,,,1.3,0.8,0.5
2025-08-19,399.8,402.8,395.9,395.9,394.1,,,1.6,1.0,0.6
2025-08-20,396.9,396.9,383.1,383.1,392.4,389.8,,0.8,1.0,-0.2
2025-08-21,383.1,385.1,374.2,374.2,388.0,389.4,,-0.6,0.6,-1.2
2025-08-22,374.2,376.2,369.3,369.3,384.1,388.7,,-2.0,0.1,-2.1
2025-08-25,371.3,383.1,370.3,375.2,379.6,388.0,,-2.6,-0.4,-2.2
2025-08-26,376.2,377.2,371.3,371.3,374.6,387.3,,-3.4,-1.0,-2.4
2025-08-27,373.3,374.2,365.4,366.4,371.3,386.5,,-4.4,-1.7,-2.7
2025-08-28,368.3,368.3,364.4,366.4,369.7,385.5,,-5.1,-2.4,-2.7
2025-08-29,365.4,369.3,365.4,367.3,369.3,384.8,,-5.5,-3.0,-2.5
2025-09-01,370.3,372.3,366.4,367.3,367.7,384.0,,-5.8,-3.6,-2.2
2025-09-02,366.4,368.3,359.5,359.5,365.4,382.8,,-6.6,-4.2,-2.4
2025-09-03,356.5,358.5,346.7,347.7,361.6,381.1,,-8.0,-4.9,-3.1
2025-09-04,348.6,363.4,346.7,361.4,360.7,380.0,,-8.0,-5.5,-2.4
2025-09-05,363.4,363.4,355.5,355.5,358.3,378.3,,-8.3,-6.1,-2.2
2025-09-08,357.5,364.4,355.5,358.5,356.5,376.8,,-8.3,-6.5,-1.7
2025-09-09,359.5,362.4,355.5,355.5,355.7,375.3,,-8.4,-6.9,-1.5
2025-09-10,353.6,355.5,347.7,350.6,356.3,373.4,,-8.7,-7.3,-1.5
2025-09-11,350.6,351.6,345.7,346.7,353.4,371.8,,-9.3,-7.7,-1.6
2025-09-12,347.7,347.7,343.7,347.7,351.8,370.8,,-9.5,-8.0,-1.4
