Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MA_Signal,MACD,MACD_Signal,MACD_Hist,ATR,Is_Weekly_Up
2025-09-16,2407.0,2418.2,2395.8,2406.5,,,,,0.0,0.0,0.0,,False
2025-09-17,2425.5,2426.5,2405.5,2418.7,,,,,1.0,0.2,0.8,,False
2025-09-18,2422.6,2423.6,2386.5,2396.8,,,,,-0.0,0.2,-0.2,,False
2025-09-19,2409.4,2427.0,2377.3,2388.0,,,,,-1.5,-0.2,-1.3,,False
2025-09-22,2376.8,2433.8,2376.8,2433.3,2408.6,,,,1.0,0.0,0.9,,False
2025-09-24,2437.2,2440.1,2364.1,2385.5,2404.5,,,,-0.9,-0.1,-0.8,,False
2025-09-25,2425.5,2451.8,2405.5,2451.8,2411.1,,,,2.9,0.5,2.4,,False
2025-09-26,2454.8,2464.5,2437.2,2447.9,2421.3,,,,5.5,1.5,4.1,,False
2025-09-29,2465.8,2469.7,2432.1,2433.1,2430.3,,,,6.4,2.5,3.9,,False
2025-09-30,2442.0,2462.8,2437.0,2454.4,2434.6,,,,8.7,3.7,5.0,,False
2025-10-01,2429.6,2433.6,2407.8,2424.2,2442.3,,,,7.9,4.5,3.4,,False
2025-10-02,2412.8,2443.0,2407.4,2436.6,2439.2,,,,8.3,5.3,3.0,,False
2025-10-03,2436.1,2471.7,2431.6,2471.7,2444.0,,,,11.2,6.5,4.7,,False
2025-10-06,2558.3,2566.2,2505.3,2510.3,2459.4,,,,16.5,8.5,8.0,45.8,False
2025-10-07,2524.2,2552.9,2524.2,2539.5,2476.4,,,,22.8,11.3,11.4,47.2,False
2025-10-08,2534.1,2535.0,2505.8,2516.7,2495.0,,,,25.6,14.2,11.4,48.1,False
2025-10-09,2544.0,2565.7,2542.5,2562.3,2520.1,,,,31.2,17.6,13.6,49.0,False
2025-10-10,2568.2,2568.7,2489.0,2489.0,2523.6,,,,29.3,19.9,9.4,51.1,False
2025-10-14,2421.7,2469.2,2403.9,2405.4,2502.6,,,,20.9,20.1,0.8,53.1,False
2025-10-15,2428.1,2479.6,2422.2,2477.1,2490.1,,,,19.8,20.1,-0.3,53.0,False
2025-10-16,2496.4,2506.8,2458.8,2470.7,2480.9,,,,18.1,19.7,-1.5,51.7,False
2025-10-17,2449.9,2456.3,2430.1,2433.6,2455.2,,,,13.7,18.5,-4.8,52.6,False
2025-10-20,2474.7,2486.0,2446.9,2479.1,2453.2,,,,13.7,17.5,-3.8,53.7,False
2025-10-21,2504.4,2505.3,2480.6,2492.5,2470.6,,,,14.6,16.9,-2.3,53.5,False
2025-10-22,2506.3,2531.1,2492.5,2521.2,2479.4,2457.8,,,17.4,17.0,0.4,52.9,False
2025-10-23,2511.3,2524.2,2499.4,2524.2,2490.1,2462.5,,,19.7,17.6,2.1,52.1,False
2025-10-24,2532.1,2559.8,2523.7,2559.8,2515.3,2468.2,,,24.1,18.9,5.2,51.8,False
2025-10-27,2570.7,2607.8,2569.2,2604.3,2540.4,2476.5,,,30.8,21.3,9.5,48.5,False
2025-10-28,2591.0,2593.9,2542.0,2550.9,2552.1,2483.0,,,31.4,23.3,8.2,49.9,False
2025-10-29,2552.4,2559.3,2520.7,2527.6,2553.4,2486.8,,,29.7,24.6,5.2,50.3,False
2025-10-30,2527.6,2568.7,2514.8,2561.8,2560.9,2493.8,,,30.8,25.8,5.0,50.6,False
2025-10-31,2607.3,2607.8,2561.8,2579.6,2564.8,2498.9,,,32.7,27.2,5.5,48.2,False
2025-11-04,2624.6,2770.1,2597.4,2748.4,2593.6,2511.0,,,47.3,31.2,16.0,55.8,False
2025-11-05,2733.0,2772.6,2668.2,2761.7,2635.8,2524.1,,,59.2,36.8,22.4,57.9,False
2025-11-06,2762.7,2966.6,2751.8,2886.4,2707.6,2541.4,,,77.8,45.0,32.8,69.8,False
2025-11-07,2884.5,2909.7,2858.7,2872.6,2769.7,2559.3,,,90.4,54.1,36.3,70.6,False
2025-11-10,2896.8,2920.1,2843.4,2887.4,2831.3,2577.4,,,100.5,63.4,37.1,72.3,False
2025-11-11,2936.9,3009.2,2925.5,2963.2,2874.3,2597.0,,,113.2,73.3,39.9,79.1,False
2025-11-12,2979.5,3034.9,2963.2,2987.4,2919.4,2616.1,,,123.9,83.4,40.4,81.5,False
2025-11-13,3045.8,3088.4,3026.0,3086.4,2959.4,2638.0,,,138.7,94.5,44.2,86.9,False
2025-11-14,3058.7,3094.3,3010.2,3020.1,2988.9,2658.1,,,143.4,104.3,39.1,90.4,False
2025-11-17,3024.0,3049.8,2972.6,2972.6,3005.9,2674.5,,,141.7,111.8,29.9,92.4,False
2025-11-18,2979.5,3012.2,2955.2,2966.1,3006.5,2693.6,,,138.2,117.1,21.2,92.1,False
2025-11-19,2959.2,2959.2,2871.6,2933.0,2995.6,2714.7,,,131.3,119.9,11.4,96.1,False
2025-11-20,2982.5,3008.2,2953.8,2965.6,2971.5,2734.2,,,127.0,121.3,5.7,97.6,False
2025-11-21,2916.1,2949.3,2908.7,2921.6,2951.8,2752.3,,,118.6,120.8,-2.2,98.4,False
2025-11-25,2971.6,2973.6,2907.7,2934.5,2944.2,2772.3,,,111.8,119.0,-7.2,89.4,False
2025-11-26,2934.9,2988.4,2911.2,2983.5,2947.6,2792.5,,,109.0,117.0,-8.0,87.5,False
2025-11-27,3003.3,3027.0,2989.4,3021.1,2965.2,2813.6,,,108.6,115.3,-6.7,75.3,False
2025-11-28,3018.1,3079.5,3001.3,3049.8,2982.1,2834.8,,,109.4,114.1,-4.8,77.2,False
2025-12-01,3053.7,3069.6,3015.1,3038.9,3005.5,2855.4,,,107.8,112.9,-5.0,75.6,False
2025-12-02,3172.5,3263.6,3147.8,3257.6,3070.2,2883.3,,,122.9,114.9,8.0,83.0,False
2025-12-03,3246.8,3295.3,3184.4,3201.2,3113.7,2907.2,,,128.7,117.6,11.1,85.8,False
2025-12-04,3316.0,3333.9,3251.7,3281.4,3165.8,2936.4,,,138.2,121.8,16.5,88.0,False
