Date,Open,High,Low,Close,MA_Short,MA_Mid,MA_Long,MA_Signal,MACD,MACD_Signal,MACD_Hist,ATR,Is_Weekly_Up
2025-10-31,2155.9,2163.2,2139.1,2155.0,,,,,0.0,0.0,0.0,,False
2025-11-04,2176.7,2181.0,2128.0,2141.0,,,,,-1.1,-0.2,-0.9,,False
2025-11-05,2124.6,2138.6,2068.3,2114.5,,,,,-4.1,-1.0,-3.1,,False
2025-11-06,2146.3,2160.3,2128.0,2138.1,,,,,-4.5,-1.7,-2.8,,False
2025-11-07,2124.6,2162.2,2117.4,2157.9,2141.3,,,,-3.2,-2.0,-1.2,,False
2025-11-10,2168.9,2192.5,2159.8,2173.8,2145.1,,,,-0.8,-1.8,0.9,,False
2025-11-11,2181.0,2181.0,2155.5,2168.9,2150.6,,,,0.6,-1.3,1.9,,False
2025-11-12,2168.9,2201.2,2163.2,2181.5,2164.0,,,,2.7,-0.5,3.2,,False
2025-11-13,2199.8,2199.8,2151.1,2155.0,2167.4,,,,2.3,0.1,2.2,,False
2025-11-14,2122.2,2154.5,2118.9,2154.5,2166.7,,,,1.8,0.4,1.4,,False
2025-11-17,2153.1,2153.1,2134.8,2137.6,2159.5,,,,0.1,0.4,-0.2,,False
2025-11-18,2131.4,2151.6,2126.1,2132.8,2152.3,,,,-1.6,-0.0,-1.6,,False
2025-11-19,2138.1,2146.3,2110.7,2114.5,2138.9,,,,-4.4,-0.9,-3.5,,False
2025-11-20,2138.1,2165.6,2134.3,2144.4,2136.8,,,,-4.1,-1.6,-2.6,39.7,False
2025-11-21,2138.6,2186.3,2134.8,2176.7,2141.2,,,,-1.3,-1.5,0.2,41.6,False
2025-11-25,2190.1,2205.5,2183.9,2195.4,2152.8,,,,2.4,-0.7,3.1,39.9,False
2025-11-26,2215.2,2250.8,2208.4,2230.1,2172.2,,,,8.0,1.0,7.0,38.7,False
2025-11-27,2224.7,2258.8,2224.7,2247.4,2198.8,,,,13.7,3.6,10.2,37.8,False
