Date,Action,Price,Reason,Profit
2025-11-18,BUY,2017.6,MACD上抜け,0.0
2025-11-20,SELL,2455.7,TRAILING_STOP(2455.7),438.1
2025-12-29,BUY,2586.9,MACD上抜け,0.0
2026-01-09,SELL,3181.2,TRAILING_STOP(3321.0),594.3
2026-03-19,BUY,3725.6,MACD上抜け,0.0
2026-03-24,SELL,3475.9,HARD_STOP,-249.7
2026-04-09,BUY,3525.0,MACD上抜け,0.0
2026-04-13,SELL,3225.0,HARD_STOP,-300.0
2026-04-22,BUY,3430.0,MACD上抜け,0.0
2026-04-24,SELL,3258.5,HARD_STOP,-171.5
