Date,Action,Price,Reason,Profit
2026-01-15,BUY,3260.0,MACD上抜け,0.0
2026-02-13,SELL,3655.0,トレーリングストップ(5.0%),395.0
2026-03-03,BUY,4000.0,MACD上抜け,0.0
2026-03-23,SELL,4465.0,トレーリングストップ(5.0%),465.0
2026-04-08,BUY,4075.0,押し目買い,0.0
2026-04-20,SELL,3871.2,ハードストップ(5.0%),-203.8
2026-05-07,BUY,3856.0,MACD上抜け,0.0
2026-05-08,HOLDING,3788.0,POS_OPEN,0.0
