Date,Action,Price,Reason,Profit,Capital
2025-11-28,BUY,461.0,MACD上抜け,0.0,1.0
2025-12-02,SELL,438.0,ハードストップ,-23.0,0.9501
2025-12-16,BUY,440.0,MACD上抜け,0.0,0.9501
2025-12-18,SELL,412.0,ハードストップ,-28.0,0.8896
2025-12-22,BUY,428.0,MACD上抜け,0.0,0.8896
2026-01-20,SELL,573.8,トレーリングストップ,145.8,1.1927
2026-02-24,BUY,602.0,ゴールデンクロス,0.0,1.1927
2026-02-26,SELL,571.9,ハードストップ,-30.1,1.1331
2026-03-19,BUY,593.0,ゴールデンクロス,0.0,1.1331
2026-03-24,SELL,557.0,ハードストップ,-36.0,1.0643
2026-04-14,BUY,503.0,MACD上抜け,0.0,1.0643
2026-04-21,SELL,477.8,ハードストップ,-25.2,1.011
2026-05-11,BUY,510.0,ゴールデンクロス,0.0,1.011
2026-05-13,SELL,484.5,ハードストップ,-25.5,0.9604
