Date,Action,Price,Reason,Profit,Capital
2025-12-09,BUY,300.0,MACD上抜け,0.0,1.0
2025-12-17,SELL,285.0,ハードストップ,-15.0,0.95
2026-01-08,BUY,307.0,ゴールデンクロス,0.0,0.95
2026-01-21,SELL,319.2,トレーリングストップ,12.2,0.9878
2026-02-05,BUY,320.0,押し目買い,0.0,0.9878
2026-02-13,SELL,304.0,ハードストップ,-16.0,0.9384
2026-03-12,BUY,256.0,MACD上抜け,0.0,0.9384
2026-03-23,SELL,243.2,ハードストップ,-12.8,0.8914
2026-04-10,BUY,247.0,ゴールデンクロス,0.0,0.8914
2026-04-23,SELL,247.0,トレーリングストップ,0.0,0.8914
2026-05-08,BUY,237.0,MACD上抜け,0.0,0.8914
2026-05-15,HOLDING,239.0,POS_OPEN,0.0,0.8914
