Date,Action,Price,Reason,Profit,Capital
2025-11-28,BUY,1897.6,MACD上抜け,0.0,1.0
2025-12-26,SELL,2020.5,トレーリングストップ,122.9,1.0648
2025-12-29,BUY,2006.8,押し目買い,0.0,1.0648
2026-01-22,SELL,2109.1,トレーリングストップ,102.3,1.119
2026-01-29,BUY,2130.8,押し目買い,0.0,1.119
2026-02-17,SELL,2760.6,トレーリングストップ,629.8,1.4498
2026-03-26,BUY,3046.8,ゴールデンクロス,0.0,1.4498
2026-03-30,SELL,2890.0,ハードストップ,-156.8,1.3752
2026-04-01,BUY,3045.0,押し目買い,0.0,1.3752
2026-04-22,SELL,3234.8,トレーリングストップ,189.8,1.4609
2026-05-01,BUY,3500.0,MACD上抜け,0.0,1.4609
2026-05-13,HOLDING,4205.0,POS_OPEN,0.0,1.4609
