Date,Action,Price,Reason,Profit,Capital
2025-12-04,BUY,4382.9,押し目買い,0.0,1.0
2025-12-10,SELL,4163.8,ハードストップ,-219.1,0.95
2026-01-06,BUY,4046.2,MACD上抜け,0.0,0.95
2026-01-09,SELL,3843.9,ハードストップ,-202.3,0.9025
2026-02-09,BUY,3607.9,MACD上抜け,0.0,0.9025
2026-02-20,SELL,3387.8,ハードストップ,-220.1,0.8475
2026-02-27,BUY,3614.9,MACD上抜け,0.0,0.8475
2026-03-03,SELL,3434.2,ハードストップ,-180.7,0.8051
2026-03-05,BUY,3445.5,ゴールデンクロス,0.0,0.8051
2026-03-09,SELL,3207.5,ハードストップ,-238.0,0.7495
2026-04-02,BUY,3398.0,MACD上抜け,0.0,0.7495
2026-04-23,SELL,3228.1,ハードストップ,-169.9,0.712
2026-05-13,BUY,3634.0,MACD上抜け,0.0,0.712
2026-05-27,SELL,3452.3,ハードストップ,-181.7,0.6764
