Date,Action,Price,Reason,Profit,Capital
2025-11-19,BUY,910.0,押し目買い,0.0,1.0
2025-12-02,SELL,864.5,ハードストップ,-45.5,0.95
2025-12-19,BUY,879.0,MACD上抜け,0.0,0.95
2026-01-29,SELL,835.0,ハードストップ,-44.0,0.9024
2026-02-10,BUY,863.0,MACD上抜け,0.0,0.9024
2026-03-02,SELL,901.6,トレーリングストップ,38.6,0.9428
2026-04-02,BUY,855.0,MACD上抜け,0.0,0.9428
2026-04-07,SELL,812.2,ハードストップ,-42.8,0.8956
2026-04-15,BUY,838.0,ゴールデンクロス,0.0,0.8956
2026-04-23,SELL,796.1,ハードストップ,-41.9,0.8508
2026-05-12,BUY,811.0,MACD上抜け,0.0,0.8508
2026-05-14,HOLDING,794.0,POS_OPEN,0.0,0.8508
