Date,Action,Price,Reason,Profit,Capital
2025-11-28,BUY,785.0,MACD上抜け,0.0,1.0
2025-12-02,SELL,745.8,ハードストップ,-39.2,0.9501
2025-12-24,BUY,658.0,MACD上抜け,0.0,0.9501
2026-01-05,SELL,657.4,トレーリングストップ,-0.6,0.9492
2026-01-16,BUY,723.0,ゴールデンクロス,0.0,0.9492
2026-01-27,SELL,686.8,ハードストップ,-36.2,0.9017
2026-01-28,BUY,685.0,押し目買い,0.0,0.9017
2026-02-13,SELL,713.4,トレーリングストップ,28.4,0.9391
2026-03-12,BUY,739.0,MACD上抜け,0.0,0.9391
2026-03-19,SELL,787.6,トレーリングストップ,48.6,1.0008
2026-04-30,BUY,1111.0,MACD上抜け,0.0,1.0008
2026-05-14,HOLDING,1302.0,POS_OPEN,0.0,1.0008
