Date,Action,Price,Reason,Profit,Capital
2025-11-28,BUY,6467.3,ゴールデンクロス,0.0,1.0
2025-12-02,SELL,6082.8,ハードストップ,-384.5,0.9405
2025-12-26,BUY,5008.2,MACD上抜け,0.0,0.9405
2025-12-30,SELL,4757.8,ハードストップ,-250.4,0.8935
2026-02-09,BUY,4209.7,MACD上抜け,0.0,0.8935
2026-02-18,SELL,3999.2,ハードストップ,-210.5,0.8488
2026-03-09,BUY,3785.7,MACD上抜け,0.0,0.8488
2026-03-12,SELL,3455.5,ハードストップ,-330.2,0.7748
2026-04-06,BUY,3100.6,MACD上抜け,0.0,0.7748
2026-04-21,SELL,3095.4,トレーリングストップ,-5.2,0.7735
2026-05-14,BUY,2780.0,MACD上抜け,0.0,0.7735
2026-05-15,HOLDING,2743.0,POS_OPEN,0.0,0.7735
