Date,Action,Price,Reason,Profit,Capital
2025-11-27,BUY,2644.0,MACD上抜け,0.0,1.0
2025-12-17,SELL,2913.6,トレーリングストップ,269.6,1.102
2025-12-24,BUY,3070.0,MACD上抜け,0.0,1.102
2026-01-19,SELL,3139.8,トレーリングストップ,69.8,1.127
2026-01-21,BUY,2981.5,押し目買い,0.0,1.127
2026-02-03,SELL,3252.0,トレーリングストップ,270.5,1.2293
2026-02-12,BUY,3540.0,MACD上抜け,0.0,1.2293
2026-02-25,SELL,3363.0,ハードストップ,-177.0,1.1678
2026-02-27,BUY,3702.0,MACD上抜け,0.0,1.1678
2026-03-03,SELL,3483.0,ハードストップ,-219.0,1.0987
2026-03-11,BUY,3595.0,ゴールデンクロス,0.0,1.0987
2026-03-13,SELL,3400.0,ハードストップ,-195.0,1.0391
2026-03-25,BUY,3548.0,ゴールデンクロス,0.0,1.0391
2026-04-10,SELL,3764.8,トレーリングストップ,216.8,1.1026
2026-04-21,BUY,4017.0,MACD上抜け,0.0,1.1026
2026-04-27,SELL,3815.0,ハードストップ,-202.0,1.0472
2026-05-11,BUY,4066.0,ゴールデンクロス,0.0,1.0472
2026-05-13,SELL,3860.0,ハードストップ,-206.0,0.9941
2026-05-14,BUY_SIGNAL,4214.0,MACD上抜け,0.0,0.9941
