Date,Action,Price,Reason,Profit,Capital
2025-11-27,BUY,1745.0,MACD上抜け,0.0,1.0
2025-12-01,SELL,1657.8,ハードストップ,-87.2,0.95
2025-12-05,BUY,1674.0,MACD上抜け,0.0,0.95
2025-12-11,SELL,1590.3,ハードストップ,-83.7,0.9025
2025-12-15,BUY,1668.0,MACD上抜け,0.0,0.9025
2026-01-14,SELL,1704.3,トレーリングストップ,36.3,0.9222
2026-01-16,BUY,1976.0,MACD上抜け,0.0,0.9222
2026-01-20,SELL,1750.0,ハードストップ,-226.0,0.8167
2026-03-11,BUY,1199.0,ゴールデンクロス,0.0,0.8167
2026-03-16,SELL,1133.0,ハードストップ,-66.0,0.7717
2026-04-03,BUY,1206.0,ゴールデンクロス,0.0,0.7717
2026-04-10,SELL,1245.0,トレーリングストップ,39.0,0.7967
2026-05-07,BUY,1207.0,押し目買い,0.0,0.7967
2026-05-12,SELL,1253.0,トレーリングストップ,46.0,0.8271
2026-05-14,BUY,1269.0,ゴールデンクロス,0.0,0.8271
2026-05-15,HOLDING,1308.0,POS_OPEN,0.0,0.8271
