Date,Action,Price,Reason,Profit,Capital
2025-11-21,BUY,693.0,MACD上抜け,0.0,1.0
2025-12-02,SELL,703.0,トレーリングストップ,10.0,1.0144
2025-12-26,BUY,741.0,MACD上抜け,0.0,1.0144
2025-12-30,SELL,703.9,ハードストップ,-37.1,0.9636
2026-01-08,BUY,702.0,押し目買い,0.0,0.9636
2026-01-21,SELL,822.7,トレーリングストップ,120.7,1.1293
2026-03-06,BUY,628.0,MACD上抜け,0.0,1.1293
2026-03-12,SELL,669.8,トレーリングストップ,41.8,1.2045
2026-04-02,BUY,623.0,MACD上抜け,0.0,1.2045
2026-04-10,SELL,591.8,ハードストップ,-31.2,1.1442
2026-04-17,BUY,637.0,ゴールデンクロス,0.0,1.1442
2026-04-22,SELL,605.2,ハードストップ,-31.8,1.0871
2026-04-23,BUY,612.0,押し目買い,0.0,1.0871
2026-04-27,SELL,577.0,ハードストップ,-35.0,1.0249
