Date,Action,Price,Reason,Profit,Capital
2025-11-26,BUY,1082.9,MACD上抜け,0.0,1.0
2025-12-03,SELL,1028.8,ハードストップ,-54.1,0.95
2025-12-24,BUY,973.6,MACD上抜け,0.0,0.95
2026-01-29,SELL,1016.7,トレーリングストップ,43.1,0.9921
2026-01-30,BUY,1023.4,押し目買い,0.0,0.9921
2026-02-13,SELL,972.2,ハードストップ,-51.2,0.9425
2026-03-11,BUY,946.3,MACD上抜け,0.0,0.9425
2026-03-13,SELL,899.0,ハードストップ,-47.3,0.8954
2026-03-17,BUY,936.6,MACD上抜け,0.0,0.8954
2026-03-23,SELL,889.8,ハードストップ,-46.8,0.8506
2026-04-03,BUY,942.0,ゴールデンクロス,0.0,0.8506
2026-04-23,SELL,894.9,ハードストップ,-47.1,0.8081
2026-05-12,BUY,922.0,MACD上抜け,0.0,0.8081
2026-05-15,HOLDING,926.0,POS_OPEN,0.0,0.8081
