Date,Action,Price,Reason,Profit,Capital
2025-11-18,BUY,1696.0,ゴールデンクロス,0.0,1.0
2025-11-20,SELL,1611.2,ハードストップ,-84.8,0.95
2025-12-15,BUY,1683.0,ゴールデンクロス,0.0,0.95
2025-12-22,SELL,1894.3,トレーリングストップ,211.3,1.0693
2026-01-14,BUY,1913.0,MACD上抜け,0.0,1.0693
2026-01-26,SELL,1817.4,ハードストップ,-95.6,1.0158
2026-03-16,BUY,1389.0,MACD上抜け,0.0,1.0158
2026-03-23,SELL,1502.0,トレーリングストップ,113.0,1.0985
2026-03-24,BUY,1518.0,ゴールデンクロス,0.0,1.0985
2026-04-13,SELL,1592.2,トレーリングストップ,74.2,1.1522
2026-04-16,BUY,1540.0,押し目買い,0.0,1.1522
2026-04-22,SELL,1458.0,ハードストップ,-82.0,1.0908
2026-05-12,BUY,1462.0,MACD上抜け,0.0,1.0908
2026-05-15,HOLDING,1415.0,POS_OPEN,0.0,1.0908
